21.2.1.24. A nemzetgazdaság negyedéves szektorszámláinak fõbb adatai, folyó áron [millió forint];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kód;Soregyezõség;Fõbb gazdasági mûveletek és egyenlegezõ tételek;2018. I. negyedév Nem pénzügyi vállalatok S.11;2018. I. negyedév Pénzügyi vállalatok S.12;2018. I. negyedév Kormányzat S.13;2018. I. negyedév Háztartások és háztartásokat segítõ nonprofit intézmények S.14 és S.15;2018. I. negyedév Képzett szektor S.1N;2018. I. negyedév Nemzetgazdaság összesen S.1;2018. I. negyedév Külföld S.2;2018. II. negyedév Nem pénzügyi vállalatok S.11;2018. II. negyedév Pénzügyi vállalatok S.12;2018. II. negyedév Kormányzat S.13;2018. II. negyedév Háztartások és háztartásokat segítõ nonprofit intézmények S.14 és S.15;2018. II. negyedév Képzett szektor S.1N;2018. II. negyedév Nemzetgazdaság összesen S.1;2018. II. negyedév Külföld S.2;2018. III. negyedév Nem pénzügyi vállalatok S.11;2018. III. negyedév Pénzügyi vállalatok S.12;2018. III. negyedév Kormányzat S.13;2018. III. negyedév Háztartások és háztartásokat segítõ nonprofit intézmények S.14 és S.15;2018. III. negyedév Képzett szektor S.1N;2018. III. negyedév Nemzetgazdaság összesen S.1;2018. III. negyedév Külföld S.2;2018. IV. negyedév Nem pénzügyi vállalatok S.11;2018. IV. negyedév Pénzügyi vállalatok S.12;2018. IV. negyedév Kormányzat S.13;2018. IV. negyedév Háztartások és háztartásokat segítõ nonprofit intézmények S.14 és S.15;2018. IV. negyedév Képzett szektor S.1N;2018. IV. negyedév Nemzetgazdaság összesen S.1;2018. IV. negyedév Külföld S.2;2019. I. negyedév Nem pénzügyi vállalatok S.11;2019. I. negyedév Pénzügyi vállalatok S.12;2019. I. negyedév Kormányzat S.13;2019. I. negyedév Háztartások és háztartásokat segítõ nonprofit intézmények S.14 és S.15;2019. I. negyedév Képzett szektor S.1N;2019. I. negyedév Nemzetgazdaság összesen S.1;2019. I. negyedév Külföld S.2;2019. II. negyedév Nem pénzügyi vállalatok S.11;2019. II. negyedév Pénzügyi vállalatok S.12;2019. II. negyedév Kormányzat S.13;2019. II. negyedév Háztartások és háztartásokat segítõ nonprofit intézmények S.14 és S.15;2019. II. negyedév Képzett szektor S.1N;2019. II. negyedév Nemzetgazdaság összesen S.1;2019. II. negyedév Külföld S.2;2019. III. negyedév Nem pénzügyi vállalatok S.11;2019. III. negyedév Pénzügyi vállalatok S.12;2019. III. negyedév Kormányzat S.13;2019. III. negyedév Háztartások és háztartásokat segítõ nonprofit intézmények S.14 és S.15;2019. III. negyedév Képzett szektor S.1N;2019. III. negyedév Nemzetgazdaság összesen S.1;2019. III. negyedév Külföld S.2;2019. IV. negyedév Nem pénzügyi vállalatok S.11;2019. IV. negyedév Pénzügyi vállalatok S.12;2019. IV. negyedév Kormányzat S.13;2019. IV. negyedév Háztartások és háztartásokat segítõ nonprofit intézmények S.14 és S.15;2019. IV. negyedév Képzett szektor S.1N;2019. IV. negyedév Nemzetgazdaság összesen S.1;2019. IV. negyedév Külföld S.2;2020. I. negyedév Nem pénzügyi vállalatok S.11;2020. I. negyedév Pénzügyi vállalatok S.12;2020. I. negyedév Kormányzat S.13;2020. I. negyedév Háztartások és háztartásokat segítõ nonprofit intézmények S.14 és S.15;2020. I. negyedév Képzett szektor S.1N;2020. I. negyedév Nemzetgazdaság összesen S.1;2020. I. negyedév Külföld S.2;2020. II. negyedév Nem pénzügyi vállalatok S.11;2020. II. negyedév Pénzügyi vállalatok S.12;2020. II. negyedév Kormányzat S.13;2020. II. negyedév Háztartások és háztartásokat segítõ nonprofit intézmények S.14 és S.15;2020. II. negyedév Képzett szektor S.1N;2020. II. negyedév Nemzetgazdaság összesen S.1;2020. II. negyedév Külföld S.2;2020. III. negyedév Nem pénzügyi vállalatok S.11;2020. III. negyedév Pénzügyi vállalatok S.12;2020. III. negyedév Kormányzat S.13;2020. III. negyedév Háztartások és háztartásokat segítõ nonprofit intézmények S.14 és S.15;2020. III. negyedév Képzett szektor S.1N;2020. III. negyedév Nemzetgazdaság összesen S.1;2020. III. negyedév Külföld S.2;2020. IV. negyedév Nem pénzügyi vállalatok S.11;2020. IV. negyedév Pénzügyi vállalatok S.12;2020. IV. negyedév Kormányzat S.13;2020. IV. negyedév Háztartások és háztartásokat segítõ nonprofit intézmények S.14 és S.15;2020. IV. negyedév Képzett szektor S.1N;2020. IV. negyedév Nemzetgazdaság összesen S.1;2020. IV. negyedév Külföld S.2;2021. I. negyedév Nem pénzügyi vállalatok S.11;2021. I. negyedév Pénzügyi vállalatok S.12;2021. I. negyedév Kormányzat S.13;2021. I. negyedév Háztartások és háztartásokat segítõ nonprofit intézmények S.14 és S.15;2021. I. negyedév Képzett szektor S.1N;2021. I. negyedév Nemzetgazdaság összesen S.1;2021. I. negyedév Külföld S.2;2021. II. negyedév Nem pénzügyi vállalatok S.11;2021. II. negyedév Pénzügyi vállalatok S.12;2021. II. negyedév Kormányzat S.13;2021. II. negyedév Háztartások és háztartásokat segítõ nonprofit intézmények S.14 és S.15;2021. II. negyedév Képzett szektor S.1N;2021. II. negyedév Nemzetgazdaság összesen S.1;2021. II. negyedév Külföld S.2;2021. III. negyedév Nem pénzügyi vállalatok S.11;2021. III. negyedév Pénzügyi vállalatok S.12;2021. III. negyedév Kormányzat S.13;2021. III. negyedév Háztartások és háztartásokat segítõ nonprofit intézmények S.14 és S.15;2021. III. negyedév Képzett szektor S.1N;2021. III. negyedév Nemzetgazdaság összesen S.1;2021. III. negyedév Külföld S.2;2021. IV. negyedév Nem pénzügyi vállalatok S.11;2021. IV. negyedév Pénzügyi vállalatok S.12;2021. IV. negyedév Kormányzat S.13;2021. IV. negyedév Háztartások és háztartásokat segítõ nonprofit intézmények S.14 és S.15;2021. IV. negyedév Képzett szektor S.1N;2021. IV. negyedév Nemzetgazdaság összesen S.1;2021. IV. negyedév Külföld S.2;2022. I. negyedév Nem pénzügyi vállalatok S.11;2022. I. negyedév Pénzügyi vállalatok S.12;2022. I. negyedév Kormányzat S.13;2022. I. negyedév Háztartások és háztartásokat segítõ nonprofit intézmények S.14 és S.15;2022. I. negyedév Képzett szektor S.1N;2022. I. negyedév Nemzetgazdaság összesen S.1;2022. I. negyedév Külföld S.2;2022. II. negyedév Nem pénzügyi vállalatok S.11;2022. II. negyedév Pénzügyi vállalatok S.12;2022. II. negyedév Kormányzat S.13;2022. II. negyedév Háztartások és háztartásokat segítõ nonprofit intézmények S.14 és S.15;2022. II. negyedév Képzett szektor S.1N;2022. II. negyedév Nemzetgazdaság összesen S.1;2022. II. negyedév Külföld S.2
D.1r;11;Munkavállalói jövedelem, kapott;0;0;0;4 561 949;0;4 561 949;66 318;0;0;0;4 737 366;0;4 737 366;69 951;0;0;0;4 674 606;0;4 674 606;68 006;0;0;0;5 103 472;0;5 103 472;73 221;0;0;0;4 889 685;0;4 889 685;93 649;0;0;0;5 140 629;0;5 140 629;97 674;0;0;0;5 060 217;0;5 060 217;95 043;0;0;0;5 493 392;0;5 493 392;102 462;0;0;0;5 097 626;0;5 097 626;94 119;0;0;0;4 999 561;0;4 999 561;84 285;0;0;0;5 059 221;0;5 059 221;87 552;0;0;0;5 552 282;0;5 552 282;99 247;0;0;0;5 259 886;0;5 259 886;89 755;0;0;0;5 585 716;0;5 585 716;93 964;0;0;0;5 454 957;0;5 454 957;93 877;0;0;0;6 059 198;0;6 059 198;102 609;0;0;0;6 384 248;0;6 384 248;96 512;0;0;0;6 329 459;0;6 329 459;100 397
D.3p;12;Támogatások, fizetett;0;0;162 757;0;0;162 757;86 883;0;0;138 322;0;0;138 322;138 210;0;0;128 497;0;0;128 497;87 998;0;0;189 302;0;0;189 302;147 116;0;0;130 719;0;0;130 719;113 863;0;0;120 371;0;0;120 371;104 245;0;0;121 758;0;0;121 758;86 057;0;0;170 289;0;0;170 289;149 205;0;0;132 742;0;0;132 742;115 794;0;0;128 155;0;0;128 155;129 516;0;0;166 554;0;0;166 554;100 083;0;0;212 964;0;0;212 964;153 531;0;0;215 723;0;0;215 723;113 973;0;0;163 351;0;0;163 351;127 492;0;0;151 744;0;0;151 744;95 780;0;0;153 523;0;0;153 523;146 778;0;0;156 978;0;0;156 978;148 832;0;0;124 860;0;0;124 860;110 093
D.2r;13;Termelési és importadók, kapott;0;0;1 711 911;0;0;1 711 911;18 215;0;0;1 971 307;0;0;1 971 307;19 111;0;0;2 004 199;0;0;2 004 199;20 999;0;0;2 139 959;0;0;2 139 959;19 939;0;0;1 913 596;0;0;1 913 596;21 691;0;0;2 138 010;0;0;2 138 010;18 900;0;0;2 177 102;0;0;2 177 102;20 938;0;0;2 298 110;0;0;2 298 110;18 977;0;0;1 966 428;0;0;1 966 428;20 531;0;0;2 007 360;0;0;2 007 360;18 182;0;0;2 279 330;0;0;2 279 330;19 140;0;0;2 470 704;0;0;2 470 704;22 938;0;0;2 173 382;0;0;2 173 382;21 928;0;0;2 335 498;0;0;2 335 498;23 000;0;0;2 497 005;0;0;2 497 005;26 136;0;0;2 685 858;0;0;2 685 858;27 851;0;0;2 547 899;0;0;2 547 899;30 461;0;0;2 833 753;0;0;2 833 753;33 985
D.4p;14;Tulajdonosi jövedelem, fizetett;1 062 721;526 443;239 767;24 357;0;1 853 288;540 758;2 438 353;727 822;248 821;24 874;0;3 439 870;575 657;1 023 360;628 385;246 430;25 607;0;1 923 782;612 470;1 085 696;675 862;276 209;24 853;0;2 062 621;663 874;983 296;667 177;253 748;25 805;0;1 930 026;650 025;2 727 453;815 056;261 988;27 965;0;3 832 462;709 828;980 629;716 704;267 347;29 105;0;1 993 785;741 334;1 062 631;1 524 438;277 598;28 886;0;2 893 553;1 583 476;1 320 181;540 836;279 942;32 548;0;2 173 506;488 645;1 880 345;686 718;275 031;42 390;0;2 884 483;589 062;1 095 354;721 096;282 696;39 521;0;2 138 667;708 439;1 071 316;1 047 016;289 280;39 915;0;2 447 528;814 459;1 550 757;1 094 899;304 089;33 286;0;2 983 031;1 178 581;2 655 789;1 389 715;293 665;34 238;0;4 373 407;1 199 877;1 116 464;1 215 820;315 424;42 240;0;2 689 947;1 167 337;1 352 847;1 512 115;330 061;45 647;0;3 240 669;1 230 203;1 589 400;1 336 805;359 917;60 002;0;3 346 125;1 139 244;2 659 698;1 949 032;427 734;120 022;0;5 156 486;1 274 375
D.4r;15;Tulajdonosi jövedelem, kapott;290 032;591 683;30 297;387 146;0;1 299 159;1 094 890;704 731;671 673;82 788;1 181 379;0;2 640 571;1 374 953;242 872;648 299;39 801;283 006;0;1 213 979;1 322 273;248 146;697 897;34 118;287 020;0;1 267 180;1 459 315;313 852;664 474;32 153;387 922;0;1 398 401;1 181 647;841 305;783 528;94 234;1 415 409;0;3 134 476;1 407 815;269 516;766 654;34 647;333 765;0;1 404 581;1 330 540;250 224;1 613 287;36 495;316 857;0;2 216 864;2 260 166;431 981;582 128;36 806;576 358;0;1 627 273;1 034 879;664 397;736 087;119 359;866 268;0;2 386 111;1 087 438;319 451;825 120;49 074;456 963;0;1 650 607;1 196 498;300 639;932 003;45 566;428 464;0;1 706 672;1 555 311;499 373;1 293 524;41 350;783 963;0;2 618 210;1 543 401;841 112;1 383 134;111 350;1 379 177;0;3 714 772;1 858 513;266 133;1 290 261;59 064;372 178;0;1 987 635;1 869 649;334 152;1 404 014;82 039;466 461;0;2 286 666;2 184 207;538 040;1 465 216;62 090;851 076;0;2 916 422;1 568 944;940 189;1 869 583;148 636;1 496 212;0;4 454 619;1 976 242
B.5n;16=10+11-12+13-14+15;Elsõdleges jövedelmek egyenlege, nettó (Nettó nemzeti jövedelem, NNI);-87 239;170 922;1 339 685;5 929 203;0;7 352 571;0;-317 526;44 828;1 666 952;7 091 550;0;8 485 805;0;1 000 878;110 144;1 669 072;6 265 881;0;9 045 976;0;1 343 205;96 430;1 708 565;6 813 413;0;9 961 612;0;128 292;129 332;1 561 281;6 450 460;0;8 269 366;0;-408 754;105 862;1 849 884;7 962 218;0;9 509 210;0;1 210 340;187 816;1 822 644;6 855 773;0;10 076 573;0;1 479 426;201 909;1 886 718;7 442 868;0;11 010 921;0;63 135;182 028;1 590 551;6 942 062;0;8 777 774;0;-402 149;189 201;1 723 534;7 153 467;0;8 664 054;0;988 337;240 206;1 879 154;6 988 746;0;10 096 443;0;1 682 263;9 419;2 014 025;7 583 712;0;11 289 420;0;-357 386;354 560;1 694 922;7 261 014;0;8 953 109;0;148 067;177 679;1 989 831;8 610 091;0;10 925 668;0;1 224 713;265 671;2 088 901;7 578 448;0;11 157 733;0;1 713 197;64 872;2 284 314;8 633 226;0;12 695 609;0;-288 115;292 155;2 093 094;8 816 361;0;10 913 494;0;771 597;138 851;2 429 795;9 841 519;0;13 181 762;0
D.5p;17;Folyó jövedelem-  és vagyonadók, fizetett;129 819;12 810;502;586 808;0;729 939;4 030;129 728;16 173;453;612 917;0;759 271;4 278;130 230;12 839;502;585 035;0;728 605;4 145;129 817;12 810;502;688 784;0;831 913;4 503;130 453;20 736;721;636 038;0;787 948;5 825;125 653;29 337;796;697 344;0;853 130;6 101;125 570;20 736;796;662 317;0;809 419;5 921;125 687;20 741;796;754 217;0;901 442;6 430;133 618;21 538;417;649 766;0;805 339;5 819;133 622;21 538;417;660 396;0;815 973;5 279;133 776;21 554;417;690 452;0;846 199;5 505;133 642;41 184;414;783 759;0;958 999;6 315;161 341;30 310;978;490 955;0;683 584;5 633;161 055;30 347;1 005;684 143;0;876 551;5 926;161 783;27 744;602;602 500;0;792 630;5 895;161 000;38 966;602;704 272;0;904 840;6 477;236 441;21 810;808;848 658;0;1 107 717;6 097;305 945;33 174;808;977 659;0;1 317 586;6 371
D.5r;18;Folyó jövedelem-  és vagyonadók, kapott;0;0;686 472;0;0;686 472;47 497;0;0;707 588;0;0;707 588;55 961;0;0;680 817;0;0;680 817;51 934;0;0;782 052;0;0;782 052;54 363;0;0;732 303;0;0;732 303;61 470;0;0;789 647;0;0;789 647;69 584;0;0;753 820;0;0;753 820;61 520;0;0;845 376;0;0;845 376;62 496;0;0;759 006;0;0;759 006;52 152;0;0;774 584;0;0;774 584;46 668;0;0;805 240;0;0;805 240;46 464;0;0;900 458;0;0;900 458;64 856;0;0;647 841;0;0;647 841;41 376;0;0;837 133;0;0;837 133;45 344;0;0;755 855;0;0;755 855;42 670;0;0;854 951;0;0;854 951;56 365;0;0;1 068 368;0;0;1 068 368;45 445;0;0;1 271 188;0;0;1 271 188;52 769
D.61p;19;Nettó társadalombiztosítási hozzájárulások, fizetett;0;0;0;1 383 372;0;1 383 372;10 464;0;0;0;1 451 482;0;1 451 482;11 094;0;0;0;1 404 940;0;1 404 940;10 757;0;0;0;1 528 932;0;1 528 932;11 659;0;0;0;1 498 821;0;1 498 821;14 653;0;0;0;1 572 593;0;1 572 593;15 335;0;0;0;1 465 991;0;1 465 991;14 889;0;0;0;1 594 817;0;1 594 817;16 145;0;0;0;1 507 118;0;1 507 118;13 897;0;0;0;1 487 122;0;1 487 122;12 637;0;0;0;1 404 332;0;1 404 332;13 166;0;0;0;1 545 813;0;1 545 813;15 055;0;0;0;1 497 635;0;1 497 635;13 108;0;0;0;1 584 640;0;1 584 640;13 772;0;0;0;1 559 949;0;1 559 949;13 703;0;0;0;1 700 550;0;1 700 550;15 023;0;0;0;1 730 353;0;1 730 353;13 145;0;0;0;1 730 630;0;1 730 630;13 719
D.61r;20;Nettó társadalombiztosítási hozzájárulások, kapott;10 496;62 699;1 258 734;109;0;1 332 038;61 799;10 496;62 700;1 320 710;108;0;1 394 014;68 562;10 496;62 700;1 275 387;108;0;1 348 691;67 006;10 496;62 700;1 396 542;108;0;1 469 846;70 745;11 959;59 470;1 366 303;109;0;1 437 841;75 633;11 958;59 470;1 435 010;108;0;1 506 546;81 382;11 958;59 470;1 327 135;108;0;1 398 671;82 209;11 958;59 470;1 456 077;108;0;1 527 613;83 349;13 787;66 440;1 363 204;583;0;1 444 014;77 001;13 786;66 440;1 350 031;584;0;1 430 841;68 918;13 786;66 440;1 268 322;584;0;1 349 132;68 366;13 786;66 440;1 413 320;584;0;1 494 130;66 738;13 419;70 493;1 369 888;584;0;1 454 384;56 359;13 419;70 493;1 451 345;584;0;1 535 841;62 571;13 419;70 493;1 427 762;584;0;1 512 258;61 394;13 419;70 493;1 564 882;584;0;1 649 378;66 195;15 472;81 277;1 579 447;673;0;1 676 869;66 628;14 609;76 744;1 580 039;636;0;1 672 027;72 320
D.62p;21;Pénzbeni társadalmi juttatások, fizetett;10 520;34 377;1 219 569;3 436;0;1 267 902;13 569;10 521;34 378;1 213 054;3 436;0;1 261 389;13 569;10 521;34 378;1 194 855;3 437;0;1 243 191;13 569;10 521;34 378;1 277 105;3 437;0;1 325 441;13 569;12 017;42 720;1 225 985;3 072;0;1 283 794;15 591;12 019;42 719;1 237 748;3 072;0;1 295 558;15 591;12 019;42 719;1 262 600;3 073;0;1 320 411;15 591;12 019;42 719;1 379 762;3 073;0;1 437 573;15 590;13 603;34 383;1 310 408;4 717;0;1 363 112;17 848;13 880;35 083;1 349 903;4 813;0;1 403 679;17 848;13 475;33 388;1 310 502;4 673;0;1 362 038;17 848;14 463;35 835;1 406 547;5 015;0;1 461 860;17 848;13 681;40 667;1 498 704;4 874;0;1 557 926;21 228;12 449;37 003;1 376 757;4 435;0;1 430 643;21 228;12 617;36 764;1 395 341;4 494;0;1 449 217;21 228;15 205;44 305;1 681 554;5 416;0;1 746 480;21 229;17 006;50 549;1 862 909;6 058;0;1 936 522;24 734;13 702;40 726;1 515 312;4 881;0;1 574 621;24 734
D.62r;22;Pénzbeni társadalmi juttatások, kapott;0;0;0;1 276 802;0;1 276 802;4 669;0;0;0;1 270 289;0;1 270 289;4 669;0;0;0;1 252 091;0;1 252 091;4 669;0;0;0;1 334 342;0;1 334 342;4 668;0;0;0;1 294 316;0;1 294 316;5 068;0;0;0;1 306 081;0;1 306 081;5 068;0;0;0;1 330 934;0;1 330 934;5 068;0;0;0;1 448 095;0;1 448 095;5 068;0;0;0;1 375 386;0;1 375 386;5 574;0;0;0;1 415 953;0;1 415 953;5 574;0;0;0;1 374 312;0;1 374 312;5 574;0;0;0;1 474 135;0;1 474 135;5 573;0;0;0;1 573 145;0;1 573 145;6 009;0;0;0;1 445 862;0;1 445 862;6 009;0;0;0;1 464 437;0;1 464 437;6 008;0;0;0;1 761 701;0;1 761 701;6 008;0;0;0;1 954 356;0;1 954 356;6 900;0;0;0;1 592 455;0;1 592 455;6 900
D.7p;23;Egyéb folyó jövedelemátutalások, fizetett;122 769;71 758;364 687;170 480;0;729 693;135 837;130 074;87 514;342 070;184 488;0;744 146;162 016;133 408;89 263;268 437;188 160;0;679 268;188 571;135 927;73 056;436 911;185 802;0;831 697;296 100;131 397;78 585;373 364;184 933;0;768 279;122 344;139 719;95 440;381 941;201 072;0;818 172;201 458;140 565;105 047;317 527;205 643;0;768 783;162 994;144 145;84 771;435 915;197 412;0;862 243;227 459;122 042;85 994;462 701;167 308;0;838 045;144 127;115 223;74 448;447 850;155 895;0;793 416;172 162;152 460;88 931;473 723;203 032;0;918 145;172 695;160 262;114 798;611 037;219 753;0;1 105 850;278 542;187 562;95 202;608 835;235 142;0;1 126 741;145 781;137 431;85 753;467 151;182 246;0;872 580;121 255;142 574;103 178;419 788;195 169;0;860 710;124 577;150 434;95 055;656 538;199 415;0;1 101 442;171 279;174 646;98 710;582 337;224 923;0;1 080 616;150 047;293 917;138 796;873 302;372 363;0;1 678 378;132 869
D.7r;24;Egyéb folyó jövedelemátutalások, kapott;163 018;69 538;108 719;396 080;0;737 355;128 175;160 789;84 528;143 872;388 105;0;777 294;128 868;138 082;84 824;168 960;351 006;0;742 873;124 965;161 323;73 820;246 722;471 723;0;953 588;174 209;132 328;73 419;134 525;349 451;0;689 723;200 901;174 034;92 285;193 940;455 189;0;915 447;104 184;150 555;100 700;142 336;407 035;0;800 626;131 150;198 461;84 464;190 561;512 898;0;986 383;103 317;130 978;82 457;199 325;401 576;0;814 336;167 837;145 030;71 304;176 178;414 427;0;806 939;158 639;178 280;85 220;154 500;570 094;0;988 094;102 747;193 775;111 043;238 145;638 216;0;1 181 180;203 211;259 537;92 282;149 356;528 896;0;1 030 072;242 450;186 056;82 948;123 445;402 321;0;794 770;199 064;190 772;100 954;140 783;403 933;0;836 442;148 845;226 287;92 862;172 638;464 323;0;956 110;316 615;189 439;91 226;275 253;394 724;0;950 642;280 020;447 871;135 593;43 145;935 075;0;1 561 683;249 564
B.6n;25=16-17+18-19+20-21+22-23+24;Rendelkezésre álló jövedelem, nettó;-176 834;184 215;1 808 852;5 458 098;0;7 274 332;0;-416 563;53 992;2 283 545;6 497 729;0;8 418 702;0;875 297;121 189;2 330 443;5 687 514;0;9 014 443;0;1 238 759;112 705;2 419 363;6 212 631;0;9 983 458;0;-1 288;120 180;2 194 342;5 771 473;0;8 084 707;0;-500 153;90 120;2 647 996;7 249 515;0;9 487 478;0;1 094 699;179 483;2 465 011;6 256 827;0;9 996 021;0;1 407 994;197 612;2 562 259;6 854 450;0;11 022 314;0;-61 364;189 009;2 138 558;6 390 698;0;8 656 902;0;-506 058;195 876;2 226 158;6 676 204;0;8 592 180;0;880 692;247 993;2 322 573;6 631 248;0;10 082 507;0;1 581 458;-4 915;2 547 951;7 142 307;0;11 266 801;0;-447 015;351 157;1 753 489;7 135 034;0;8 792 665;0;36 607;178 018;2 556 841;8 003 394;0;10 774 861;0;1 111 930;269 433;2 597 568;7 085 289;0;11 064 220;0;1 626 264;49 901;2 538 090;8 250 181;0;12 464 437;0;-511 298;293 588;2 570 108;8 356 123;0;10 708 521;0;620 512;138 492;2 934 745;9 284 151;0;12 977 900;0
D.63p;26;Természetbeni társadalmi juttatások, fizetett;0;0;927 817;209 155;0;1 136 972;0;0;0;976 346;207 736;0;1 184 082;0;0;0;978 382;221 703;0;1 200 085;0;0;0;1 157 733;222 024;0;1 379 757;0;0;0;950 477;223 384;0;1 173 861;0;0;0;1 060 942;221 426;0;1 282 368;0;0;0;1 039 756;233 596;0;1 273 352;0;0;0;1 250 827;236 355;0;1 487 182;0;0;0;1 063 365;249 559;0;1 312 924;0;0;0;1 190 251;247 847;0;1 438 098;0;0;0;1 102 981;260 243;0;1 363 224;0;0;0;1 354 655;264 053;0;1 618 708;0;0;0;1 214 508;248 978;0;1 463 486;0;0;0;1 294 356;264 071;0;1 558 427;0;0;0;1 260 806;282 961;0;1 543 767;0;0;0;1 556 736;282 625;0;1 839 361;0;0;0;1 487 613;288 003;0;1 775 616;0;0;0;1 456 466;302 928;0;1 759 394;0
D.63r;27;Természetbeni társadalmi juttatások, kapott;0;0;0;1 136 973;0;1 136 973;0;0;0;0;1 184 082;0;1 184 082;0;0;0;0;1 200 085;0;1 200 085;0;0;0;0;1 379 757;0;1 379 757;0;0;0;0;1 173 862;0;1 173 862;0;0;0;0;1 282 368;0;1 282 368;0;0;0;0;1 273 352;0;1 273 352;0;0;0;0;1 487 182;0;1 487 182;0;0;0;0;1 312 924;0;1 312 924;0;0;0;0;1 438 098;0;1 438 098;0;0;0;0;1 363 224;0;1 363 224;0;0;0;0;1 618 708;0;1 618 708;0;0;0;0;1 463 486;0;1 463 486;0;0;0;0;1 558 427;0;1 558 427;0;0;0;0;1 543 767;0;1 543 767;0;0;0;0;1 839 360;0;1 839 360;0;0;0;0;1 775 615;0;1 775 615;0;0;0;0;1 759 392;0;1 759 392;0
B.7n;28=25-26+27;Korrigált rendelkezésre álló jövedelem, nettó;-176 834;184 215;881 035;6 385 916;0;7 274 332;0;-416 563;53 992;1 307 199;7 474 075;0;8 418 702;0;875 297;121 189;1 352 060;6 665 896;0;9 014 443;0;1 238 759;112 705;1 261 630;7 370 364;0;9 983 458;0;-1 288;120 180;1 243 864;6 721 951;0;8 084 708;0;-500 153;90 120;1 587 053;8 310 457;0;9 487 478;0;1 094 699;179 483;1 425 255;7 296 583;0;9 996 020;0;1 407 994;197 612;1 311 432;8 105 277;0;11 022 313;0;-61 364;189 009;1 075 193;7 454 063;0;8 656 902;0;-506 058;195 876;1 035 907;7 866 455;0;8 592 180;0;880 692;247 993;1 219 592;7 734 229;0;10 082 507;0;1 581 458;-4 915;1 193 296;8 496 962;0;11 266 801;0;-447 015;351 157;538 982;8 349 542;0;8 792 665;0;36 607;178 018;1 262 485;9 297 750;0;10 774 861;0;1 111 930;269 433;1 336 762;8 346 095;0;11 064 220;0;1 626 264;49 901;981 355;9 806 916;0;12 464 437;0;-511 298;293 588;1 082 495;9 843 735;0;10 708 520;0;620 512;138 492;1 478 279;10 740 615;0;12 977 898;0
P.3;29;Végsõ fogyasztási kiadások;0;0;1 947 400;5 002 026;0;6 949 426;0;0;0;2 083 498;5 353 756;0;7 437 254;0;0;0;2 047 589;5 298 463;0;7 346 052;0;0;0;2 464 612;5 712 894;0;8 177 506;0;0;0;2 101 308;5 468 087;0;7 569 395;0;0;0;2 349 704;5 876 201;0;8 225 905;0;0;0;2 301 045;5 810 617;0;8 111 662;0;0;0;2 812 739;6 307 088;0;9 119 827;0;0;0;2 277 658;6 017 468;0;8 295 126;0;0;0;2 614 705;5 672 471;0;8 287 176;0;0;0;2 403 639;5 949 470;0;8 353 109;0;0;0;3 019 669;6 328 934;0;9 348 603;0;0;0;2 618 166;5 911 291;0;8 529 457;0;0;0;2 821 240;6 608 980;0;9 430 220;0;0;0;2 705 216;6 730 793;0;9 436 009;0;0;0;3 369 008;7 383 020;0;10 752 028;0;0;0;3 331 064;7 337 105;0;10 668 169;0;0;0;3 139 598;8 188 286;0;11 327 884;0
D.8p;30;Nyugdíjjogosultságok változása miatti korrekció, fizetett;0;24 624;0;0;0;24 624;0;0;24 828;0;0;0;24 828;0;0;23 939;0;0;0;23 939;0;0;39 897;0;0;0;39 897;0;0;14 219;0;0;0;14 219;0;0;13 621;0;0;0;13 621;0;0;18 765;0;0;0;18 765;0;0;20 398;0;0;0;20 398;0;0;26 910;0;0;0;26 910;0;0;30 159;0;0;0;30 159;0;0;30 474;0;0;0;30 474;0;0;39 528;0;0;0;39 528;0;0;29 874;0;0;0;29 874;0;0;29 638;0;0;0;29 638;0;0;29 500;0;0;0;29 500;0;0;34 224;0;0;0;34 224;0;0;26 481;0;0;0;26 481;0;0;33 360;0;0;0;33 360;0
D.8r;31;Nyugdíjjogosultságok változása miatti korrekció, kapott;0;0;0;24 624;0;24 624;0;0;0;0;24 828;0;24 828;0;0;0;0;23 939;0;23 939;0;0;0;0;39 897;0;39 897;0;0;0;0;14 219;0;14 219;0;0;0;0;13 621;0;13 621;0;0;0;0;18 765;0;18 765;0;0;0;0;20 398;0;20 398;0;0;0;0;26 910;0;26 910;0;0;0;0;30 159;0;30 159;0;0;0;0;30 474;0;30 474;0;0;0;0;39 528;0;39 528;0;0;0;0;29 874;0;29 874;0;0;0;0;29 638;0;29 638;0;0;0;0;29 500;0;29 500;0;0;0;0;34 224;0;34 224;0;0;0;0;26 481;0;26 481;0;0;0;0;33 360;0;33 360;0
