21.1.1.69. A nemzetgazdaság integrált számlái, 2013 [millió Ft];;;;;;;;;;;;;;;;;;;;;
Kód;Gazdasági mûveletek és egyenlegezõ tételek;Összesen S.1+S.2 FELHASZNÁLÁS;Termékek és szolgáltatások (forrás) S.1+S.2 FELHASZNÁLÁS;Külföld S.2 FELHASZNÁLÁS;Nemzetgazdaság összesen S.1 FELHASZNÁLÁS;Háztartásokat segítõ nonprofit intézmények S.15 FELHASZNÁLÁS;Háztartások S.14 FELHASZNÁLÁS;Kormányzat S.13 FELHASZNÁLÁS;Pénzügyi vállalatok S.12 FELHASZNÁLÁS;Nem pénzügyi vállalatok S.11 FELHASZNÁLÁS;Képzett szektor S.1N FELHASZNÁLÁS;Képzett szektor S.1N FORRÁS;Nem pénzügyi vállalatok S.11 FORRÁS;Pénzügyi vállalatok S.12 FORRÁS;Kormányzat S.13 FORRÁS;Háztartások S.14 FORRÁS;Háztartásokat segítõ nonprofit intézmények S.15 FORRÁS;Nemzetgazdaság összesen S.1 FORRÁS;Külföld S.2 FORRÁS;Termékek és szolgáltatások (felhasználás) S.2 FORRÁS;Összesen S.1+S.2 FORRÁS
D.61;Nettó társadalombiztosítási hozzájárulások;4 508 213;;27 491;4 480 722;;4 480 722;;;;;;24 455;205 794;4 061 836;;0;4 292 085;216 128;;4 508 213
D.62;Pénzbeni társadalmi juttatások;4 645 357;;29 104;4 616 253;16 550;;4 453 223;121 412;25 068;;;;;;4 630 400;;4 630 400;14 957;;4 645 357
D.7 ;Egyéb folyó jövedelemátutalások;2 699 316;;552 758;2 146 558;30 457;457 478;976 528;246 850;435 245;;;585 339;233 701;617 361;366 305;487 368;2 290 074;409 242;;2 699 316
B.6g;Rendelkezésre álló jövedelem, bruttó;29 258 550;;;29 258 550;528 799;17 381 381;6 157 377;400 452;4 790 541;0;;;;;;;;;;
B.6n;Rendelkezésre álló jövedelem, nettó;23 857 380;;;23 857 380;453 216;16 469 635;5 081 956;287 273;1 565 300;0;;;;;;;;;;
II.3. Természetbeni jövedelmek újraelosztása számla ;;;;;;;;;;;;;;;;;;;;;
B.6g;Rendelkezésre álló jövedelem, bruttó;;;;;;;;;;;0;4 790 541;400 452;6 157 377;17 381 381;528 799;29 258 550;;;29 258 550
B.6n;Rendelkezésre álló jövedelem, nettó;;;;;;;;;;;0;1 565 300;287 273;5 081 956;16 469 635;453 216;23 857 380;;;23 857 380
D.63;Természetbeni társadalmi juttatások;3 327 332;;;3 327 332;511 497;;2 815 835;;;;;;;;3 327 332;;3 327 332;;;3 327 332
B.7g;Korrigált rendelkezésre álló jövedelem, bruttó;29 258 550;;;29 258 550;17 302;20 708 713;3 341 542;400 452;4 790 541;0;;;;;;;;;;
B.7n;Korrigált rendelkezésre álló jövedelem, nettó;23 857 380;;;23 857 380;-58 281;19 796 967;2 266 121;287 273;1 565 300;0;;;;;;;;;;
II.4. Jövedelmek felhasználása számla;;;;;;;;;;;;;;;;;;;;;
B.6g;Rendelkezésre álló jövedelem, bruttó;;;;;;;;;;;0;4 790 541;400 452;6 157 377;17 381 381;528 799;29 258 550;;;29 258 550
B.6n;Rendelkezésre álló jövedelem, nettó;;;;;;;;;;;0;1 565 300;287 273;5 081 956;16 469 635;453 216;23 857 380;;;23 857 380
P.4;Végsõ fogyasztás;21 824 419;;;21 824 419;;18 653 946;3 170 473;;;;;;;;;;;;21 824 419;21 824 419
P.3;Végsõ fogyasztási kiadások;21 824 419;;;21 824 419;511 497;15 326 614;5 986 308;;;;;;;;;;;;21 824 419;21 824 419
D.8;Nyugdíjjogosultságok változása miatti korrekció;84 382;;;84 382;;;;84 382;;;;;;;84 382;;84 382;;;84 382
B.8g;Megtakarítások, bruttó;7 434 131;;;7 434 131;17 302;2 139 149;171 069;316 070;4 790 541;0;;;;;;;;;;
B.8n;Megtakarítások, nettó;2 032 961;;;2 032 961;-58 281;1 227 403;-904 352;202 891;1 565 300;0;;;;;;;;;;
B.12;Folyó külsõ egyenleg;-872 095;;-872 095;;;;;;;;;;;;;;;;;
;;ESZKÖZÖK VÁLTOZÁSA;;;;;;;;;;KÖTELEZETTSÉGEK ÉS A NETTÓ VAGYON VÁLTOZÁSA;;;;;;;;;
III.1. Tõkeszámla;;;;;;;;;;;;;;;;;;;;;
B.8g;Megtakarítások, bruttó;;;;;;;;;;;0;4 790 541;316 070;171 069;2 139 149;17 302;7 434 131;;;7 434 131
B.8n;Megtakarítások, nettó;;;;;;;;;;;0;1 565 300;202 891;-904 352;1 227 403;-58 281;2 032 961;;;2 032 961
B.12;Folyó külsõ egyenleg;;;;;;;;;;;;;;;;;;-872 095;;-872 095
P.51g;Állóeszköz-felhalmozás, bruttó;6 312 030;;;6 312 030;64 115;820 644;1 320 473;101 827;4 004 971;;;;;;;;;;6 312 030;6 312 030
P.52;Készletváltozás;215 776;;;215 776;;7 479;-22 893;;231 190;;;;;;;;;;215 776;215 776
P.53;Értéktárgyak beszerzésének és eladásának egyenlege;34 230;;;34 230;-5;18 642;8;..;15 585;;;;;;;;;;34 230;34 230
P.51c;Állóeszköz-felhasználás;-5 401 170;;;-5 401 170;-75 583;-911 746;-1 075 421;-113 179;-3 225 241;;;;;;;;;;;
NP;Nem termelt eszközök beszerzésének és eladásának egyenlege;;;5 449;-5 449;;-10 656;10 656;0;-5 449;;;;;;;;;;;
D.9;Kapott tõketranszfer  (+);;;;;;;;;;;;669 400;28 998;788 259;89 233;82 274;1 658 164;68 367;;1 726 531
D.9;Adott tõketranszfer (–);;;;;;;;;;;;36 599;2 738;439 469;16 883;15 668;511 357;1 215 174;;1 726 531
B.9;Nettó hitelnyújtás(+) vagy Nettó hitelfelvét(–);0;;-2 024 351;2 024 351;19 798;1 375 390;-788 385;240 503;1 177 045;0;;;;;;;;;;
III.2. Pénzügyi számla;;;;;;;;;;;;;;;;;;;;;
B.9;Nettó finanszírozási képesség (+) vagy Nettó finanszírozási igény (–);;;;;;;;;;;;940 076;178 832;-759 140;1 499 592;18 953;1 878 313;-1 878 313;;0
