21.1.1.52. A nemzetgazdaság integrált számlái, 1996 [millió Ft];;;;;;;;;;;;;;;;;;;;;
Kód;Gazdasági mûveletek és egyenlegezõ tételek;Összesen S.1+S.2 FELHASZNÁLÁS;Termékek és szolgáltatások (forrás) S.1+S.2 FELHASZNÁLÁS;Külföld S.2 FELHASZNÁLÁS;Nemzetgazdaság összesen S.1 FELHASZNÁLÁS;Háztartásokat segítõ nonprofit intézmények S.15 FELHASZNÁLÁS;Háztartások S.14 FELHASZNÁLÁS;Kormányzat S.13 FELHASZNÁLÁS;Pénzügyi vállalatok S.12 FELHASZNÁLÁS;Nem pénzügyi vállalatok S.11 FELHASZNÁLÁS;Képzett szektor S.1N FELHASZNÁLÁS;Képzett szektor S.1N FORRÁS;Nem pénzügyi vállalatok S.11 FORRÁS;Pénzügyi vállalatok S.12 FORRÁS;Kormányzat S.13 FORRÁS;Háztartások S.14 FORRÁS;Háztartásokat segítõ nonprofit intézmények S.15 FORRÁS;Nemzetgazdaság összesen S.1 FORRÁS;Külföld S.2 FORRÁS;Termékek és szolgáltatások (felhasználás) S.2 FORRÁS;Összesen S.1+S.2 FORRÁS
B.5g;Elsõdleges jövedelmek egyenlege, bruttó (Bruttó nemzeti jövedelem, GNI);6 800 473;;;6 800 473;32 909;5 051 736;893 958;170 034;651 836;0;;;;;;;;;;
B.5n;Elsõdleges jövedelmek egyenlege, nettó (Nettó nemzeti jövedelem, NNI);5 389 478;;;5 389 478;12 493;4 819 656;551 048;135 758;-129 477;0;;;;;;;;;;
II.2. Jövedelmek másodlagos elosztása számla;;;;;;;;;;;;;;;;;;;;;
B.5g;Elsõdleges jövedelmek egyenlege, bruttó (Bruttó nemzeti jövedelem, GNI);;;;;;;;;;;0;651 836;170 034;893 958;5 051 736;32 909;6 800 473;;;6 800 473
B.5n;Elsõdleges jövedelmek egyenlege, nettó (Nettó nemzeti jövedelem, NNI);;;;;;;;;;;0;-129 477;135 758;551 048;4 819 656;12 493;5 389 478;;;5 389 478
D.5;Folyó jövedelem-  és vagyonadók;644 314;;3 187;641 127;;514 213;50;15 988;110 876;;;;;639 873;;;639 873;4 441;;644 314
D.61;Nettó társadalombiztosítási hozzájárulások;1 025 448;;9 632;1 015 816;;1 015 816;;;;;;20 257;25 203;973 704;;0;1 019 164;6 284;;1 025 448
D.62;Pénzbeni társadalmi juttatások;970 349;;381;969 968;5 733;;941 825;1 987;20 423;;;;;;967 135;;967 135;3 214;;970 349
D.7 ;Egyéb folyó jövedelemátutalások;537 410;;66 832;470 578;4 496;121 573;94 727;96 518;153 264;;;121 245;90 244;82 791;124 044;58 076;476 400;61 010;;537 410
B.6g;Rendelkezésre álló jövedelem, bruttó;6 805 556;;;6 805 556;80 756;4 491 313;1 553 724;170 988;508 775;0;;;;;;;;;;
B.6n;Rendelkezésre álló jövedelem, nettó;5 394 561;;;5 394 561;60 340;4 259 233;1 210 814;136 712;-272 538;0;;;;;;;;;;
II.3. Természetbeni jövedelmek újraelosztása számla ;;;;;;;;;;;;;;;;;;;;;
B.6g;Rendelkezésre álló jövedelem, bruttó;;;;;;;;;;;0;508 775;170 988;1 553 724;4 491 313;80 756;6 805 556;;;6 805 556
B.6n;Rendelkezésre álló jövedelem, nettó;;;;;;;;;;;0;-272 538;136 712;1 210 814;4 259 233;60 340;5 394 561;;;5 394 561
D.63;Természetbeni társadalmi juttatások;892 429;;;892 429;79 909;;812 520;;;;;;;;892 429;;892 429;;;892 429
B.7g;Korrigált rendelkezésre álló jövedelem, bruttó;6 805 556;;;6 805 556;847;5 383 742;741 204;170 988;508 775;0;;;;;;;;;;
B.7n;Korrigált rendelkezésre álló jövedelem, nettó;5 394 561;;;5 394 561;-19 569;5 151 662;398 294;136 712;-272 538;0;;;;;;;;;;
II.4. Jövedelmek felhasználása számla;;;;;;;;;;;;;;;;;;;;;
B.6g;Rendelkezésre álló jövedelem, bruttó;;;;;;;;;;;0;508 775;170 988;1 553 724;4 491 313;80 756;6 805 556;;;6 805 556
B.6n;Rendelkezésre álló jövedelem, nettó;;;;;;;;;;;0;-272 538;136 712;1 210 814;4 259 233;60 340;5 394 561;;;5 394 561
P.4;Végsõ fogyasztás;5 321 615;;;5 321 615;;4 593 346;728 269;;;;;;;;;;;;5 321 615;5 321 615
P.3;Végsõ fogyasztási kiadások;5 321 615;;;5 321 615;79 909;3 700 917;1 540 789;;;;;;;;;;;;5 321 615;5 321 615
D.8;Nyugdíjjogosultságok változása miatti korrekció;23 216;;;23 216;;;;23 216;;;;;;;23 216;;23 216;;;23 216
B.8g;Megtakarítások, bruttó;1 483 941;;;1 483 941;847;813 612;12 935;147 772;508 775;0;;;;;;;;;;
B.8n;Megtakarítások, nettó;72 946;;;72 946;-19 569;581 532;-329 975;113 496;-272 538;0;;;;;;;;;;
B.12;Folyó külsõ egyenleg;283 034;;283 034;;;;;;;;;;;;;;;;;
;;ESZKÖZÖK VÁLTOZÁSA;;;;;;;;;;KÖTELEZETTSÉGEK ÉS A NETTÓ VAGYON VÁLTOZÁSA;;;;;;;;;
III.1. Tõkeszámla;;;;;;;;;;;;;;;;;;;;;
B.8g;Megtakarítások, bruttó;;;;;;;;;;;0;508 775;147 772;12 935;813 612;847;1 483 941;;;1 483 941
B.8n;Megtakarítások, nettó;;;;;;;;;;;0;-272 538;113 496;-329 975;581 532;-19 569;72 946;;;72 946
B.12;Folyó külsõ egyenleg;;;;;;;;;;;;;;;;;;283 034;;283 034
P.51g;Állóeszköz-felhalmozás, bruttó;1 629 218;;;1 629 218;8 157;477 452;134 351;50 641;958 617;;;;;;;;;;1 629 218;1 629 218
P.52;Készletváltozás;130 024;;;130 024;;-1 740;5 552;;126 212;;;;;;;;;;130 024;130 024
P.53;Értéktárgyak beszerzésének és eladásának egyenlege;7 733;;;7 733;-4;3 221;15;..;4 501;;;;;;;;;;7 733;7 733
P.51c;Állóeszköz-felhasználás;-1 410 995;;;-1 410 995;-20 416;-232 080;-342 910;-34 276;-781 313;;;;;;;;;;;
NP;Nem termelt eszközök beszerzésének és eladásának egyenlege;;;-130;130;;7 000;-7 000;0;130;;;;;;;;;;;
D.9;Kapott tõketranszfer  (+);;;;;;;;;;;;155 005;738;40 402;98 240;13 504;307 889;14 554;;322 443
D.9;Adott tõketranszfer (–);;;;;;;;;;;;34 713;0;232 121;8 976;10 114;285 924;36 519;;322 443
B.9;Nettó hitelnyújtás(+) vagy Nettó hitelfelvét(–);0;;261 199;-261 199;-3 916;416 943;-311 702;97 869;-460 393;0;;;;;;;;;;
III.2. Pénzügyi számla;;;;;;;;;;;;;;;;;;;;;
B.9;Nettó finanszírozási képesség (+) vagy Nettó finanszírozási igény (–);;;;;;;;;;;;-645 077;62 971;-353 413;703 325;29 858;-202 336;202 336;;0
