21.1.1.27. Nemzeti adólista – az adók és társadalombiztosítási hozzájárulások nemzeti osztályozásának teljes részletezése – Központi kormányzat [folyó áron, millió forint];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kód;Adónév a nemzeti besorolás szerint;Gazdasági funkció;Alkohol- és dohány-, valamint környezetvédelmi és ingatlanadók;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
D.2122C_01;Import termékekre kivetett fogyasztási adó;C ;;34 752;31 308;35 678;18 862;22 220;25 292;35 654;41 032;52 844;6 337;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.2122C_02;Import termékek környezetvédelmi termékdíja;C ;P ;–;20;3 115;13 340;5 235;8 744;10 364;13 668;18 404;6 811;2 535;2 381;881;2 714;3 193;2 039;2 173;35;–;–;–;–;–;–;–;–;–
D.2122D;Importra kivetett általános forgalmi adók;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.2122E;Meghatározott szolgáltatásokra kivetett adók;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.2122F;Importmonopóliumok nyeresége;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.214;Termékadók a hozzáadottérték-adók és az importadók kivételével;;;228 923;282 143;340 021;459 948;535 560;579 347;619 249;680 527;796 378;976 215;1 050 006;1 205 028;1 309 197;1 365 382;1 315 770;1 458 242;1 525 018;1 645 160;1 724 143;1 761 838;1 793 231;1 821 557;1 857 890;2 014 943;2 122 527;2 117 283;2 232 644
D.214A;Jövedéki adók és fogyasztási adók;;;201 141;243 436;291 129;402 463;458 432;484 673;512 070;565 370;616 865;673 690;708 080;790 494;847 832;890 817;911 598;880 054;908 812;994 776;963 301;995 543;1 077 465;1 111 633;1 113 593;1 223 997;1 258 616;1 279 737;1 319 630
D.214A_01;Fogyasztási és jövedéki adó;C ;;196 486;232 544;282 497;397 081;452 625;478 584;505 933;559 032;609 810;649 569;680 522;762 131;817 995;854 735;873 358;847 739;875 296;923 617;899 938;932 648;994 143;1 022 240;1 016 958;1 146 974;1 178 105;1 204 912;1 236 062
D.214A_02;Környezetvédelmi termékdíj;C ;P ;4 655;10 892;8 632;5 382;5 807;6 089;6 137;6 338;7 055;13 199;15 076;15 901;18 568;20 472;24 511;15 235;16 195;54 996;46 711;48 094;65 534;70 894;77 792;77 023;80 511;74 825;83 568
D.214A_03;Energiaadó;C ;E ;–;–;–;–;–;–;–;–;–;10 922;12 482;12 462;11 269;15 610;13 729;17 080;17 321;16 163;16 652;14 801;17 788;18 499;18 843;–;–;–;–
D.214B;Bélyegilletékek;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.214C;Pénzügyi és tõkemûveletekre kivetett adók;;;10 062;14 504;17 289;20 613;23 449;26 405;32 239;35 915;48 610;54 612;55 329;58 139;66 683;78 130;66 792;43 628;39 172;69 149;64 708;81 879;93 389;113 564;129 831;147 562;168 708;165 192;185 271
D.214C_01;Adásvételi illeték;KS ;O;10 062;14 504;17 289;20 613;23 449;26 405;32 239;35 915;48 610;54 612;55 329;58 139;66 683;78 130;66 792;43 628;39 172;69 149;64 708;81 879;93 389;113 564;129 831;147 562;168 708;165 192;185 271
D.214D;Gépjármûnyilvántartási adók;;;–;–;–;–;–;–;–;–;–;57 010;68 279;88 412;98 874;86 775;33 552;30 039;34 479;13 671;15 608;18 810;21 410;23 647;25 021;25 353;25 088;19 523;16 970
D.214D_01;Gépjármû regisztrációs adó;C ;T;–;–;–;–;–;–;–;–;–;57 010;68 279;88 412;98 874;86 775;33 552;30 039;34 479;13 671;15 608;18 810;21 410;23 647;25 021;25 353;25 088;19 523;16 970
D.214E;Szórakoztatóipari tevékenységekre kivetett adók;;;786;1 584;2 345;3 795;4 168;4 606;5 299;6 667;7 741;7 823;7 342;7 824;8 432;8 676;7 433;1 096;136;207;105;4 228;5 802;13 182;4 823;14 055;6 451;0;0
D.214E_01;Nemzeti kulturális járulék;C ;;786;1 584;2 345;3 795;4 168;4 606;5 299;6 667;7 741;7 823;7 342;7 824;8 432;8 676;7 433;1 096;136;159;–;–;–;–;–;–;–;–;–
D.214E_02;Kulturális adó;C ;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;48;105;146;127;172;93;152;–;–;–
D.214E_03;Reklámadó;C ;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;4 082;5 675;13 010;4 730;13 903;6 451;0;0
D.214F;Lottójátékra, szerencsejátékra és fogadásra kivetett adók;;;6 761;9 248;12 202;14 627;17 789;29 089;34 573;39 892;49 140;61 298;67 426;71 449;71 811;73 294;65 050;62 718;64 088;61 452;41 316;45 830;44 972;33 126;38 065;39 265;39 656;48 956;39 237
D.214F_01;Játékadó;C ;;6 761;9 248;12 202;14 627;17 789;29 089;34 573;39 892;49 140;61 298;67 426;71 449;71 811;73 294;65 050;62 718;64 088;61 452;41 316;45 830;44 972;33 126;38 065;39 265;39 656;48 956;39 237
D.214G;Biztosítási díjakra kivetett adók;;;–;–;–;–;–;1 640;2 017;2 426;2 970;2 821;3 227;3 403;4 596;5 018;4 841;4 018;3 416;0;28 088;28 747;30 108;32 870;35 729;40 010;87 784;97 220;105 121
D.214G_01;Baleseti adó;C ;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.214G_02;Biztosítási adó ;C ;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;27 078;28 713;30 088;32 851;35 691;40 019;87 804;97 220;105 121
D.214G_03;Tûzvédelmi hozzájárulás;C ;;–;–;–;–;–;1 640;2 017;2 426;2 970;2 821;3 227;3 403;4 596;5 018;4 841;4 018;3 416;0;1 010;34;20;19;38;-9;-20;–;–
D.214H;Egyéb, meghatározott szolgáltatásokra kivetett adók;;;1 492;2 034;1 626;3 088;3 875;4 571;5 083;1 668;24;–;–;–;–;–;–;–;–;18 322;346 136;340 172;271 255;263 504;281 982;323 832;342 448;295 606;309 456
D.214H_01;Turisztikai hozzájárulás;C ;;1 492;2 034;1 626;3 088;3 875;4 571;5 083;1 668;24;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.214H_02;Távközlési adó;C ;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;18 322;50 176;55 841;54 516;53 162;53 609;53 732;53 412;58 709;57 793
D.214H_03;Hulladéklerakási járulék;C ;P ;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;6 639;9 796;11 123;8 742;12 036;14 648;16 177;15 473;16 078
D.214H_04;Turizmusfejlesztési hozzájárulás;C ;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;21 088;27 311;7 445;339
D.214H_05;Pénzügyi tranzakciós adó ;C ;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;289 321;274 535;205 616;201 600;216 337;234 364;245 548;213 979;235 246
D.214I;Általános forgalmi adók;;;4 587;5 975;8 901;8 901;19 733;19 733;19 760;19 380;59 980;108 585;133 820;173 240;200 804;213 972;218 124;433 384;447 939;435 768;211 861;194 780;180 094;173 267;167 314;164 759;161 020;180 358;221 140
D.214I_01;Helyi iparûzési adó;KIC ;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.214I_02;Egyszerûsített vállalkozási adó (EVA);KS ;;–;–;–;–;–;–;–;–;42 950;74 550;96 211;118 794;152 812;166 537;169 704;181 880;172 273;146 531;110 021;96 829;89 406;81 138;63 641;54 117;43 364;1 690;–
D.214I_03;Innovációs járulék;KIC ;;–;–;–;–;–;–;–;–;–;19 514;20 240;23 483;28 810;25 388;23 411;22 405;25 495;53 796;61 971;68 903;65 780;65 597;67 642;73 858;78 303;88 797;94 748
D.214I_04;Közfinanszírozott gyógyszerek forgalma után fizetett adó;KS ;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.214I_05;Ágazati különadók;KS ;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;151 693;171 943;165 645;9 815;–;–;–;1 112;669;94;–;–
D.214I_06;Pénzügyi szervezetek különadója;KS ;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;39 611;34 630;33 964;1 217;1 293;1 390;1 088;1 125;243;334;391;–
D.214I_07;Népegészségügyi termékadó;C ;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;4 643;–;–;–;–;–;–;–;–;–;–
D.214I_08;Szénhidrogén készletezési díj;C ;E ;4 587;5 975;8 901;8 901;19 733;19 733;19 760;19 380;17 030;14 521;17 369;30 963;19 182;22 047;25 009;37 795;38 955;35 832;28 837;27 755;20 753;22 736;30 962;32 846;35 831;38 721;43 965
D.214I_09;Forgalmazók és befektetési alapok különadója;KS ;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;2 765;2 708;2 832;3 026;3 094;3 122;3 833
D.214I_10;Dohányipari vállalkozások egészségügyi hozzájárulása;C ;AT;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.214I_11;Kiskereskedelmi adó;KS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;47 637;78 594
D.214J;Fiskális monopóliumok nyeresége;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.214K;Exportvámok és az exportra kivetett monetáris kompenzációs összegek;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.214L;Egyéb, máshová nem sorolt termékadók;;;4 094;5 362;6 529;6 461;8 114;8 630;8 208;9 209;11 048;10 376;6 503;12 067;10 165;8 700;8 380;3 305;26 976;51 815;53 020;51 849;68 736;56 764;61 532;36 110;32 756;30 691;35 819
D.214L_01;Bérfõzetési szeszadó;C ;AT;1 490;2 543;2 631;2 244;3 306;3 848;3 143;3 504;5 723;5 285;3 401;7 255;5 621;5 785;8 272;3 021;180;183;196;444;8 007;2 249;6 803;8 078;7 640;6 535;3 043
D.214L_02;Erdõfenntartási járulék;C ;RS;2 060;2 195;3 183;3 368;3 200;2 989;3 660;4 341;3 859;3 797;2 052;3 708;3 353;2 915;108;284;36;319;0;331;–;–;–;–;–;–;–
D.214L_03;Tenyésztési hozzájárulás;C ;;536;624;715;849;833;931;1 215;1 118;1 144;921;722;787;912;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.214L_04;Halászatfejlesztési hozzájárulás;C ;RS;8;0;0;0;177;209;9;15;31;104;107;91;103;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.214L_05;Vadvédelmi hozzájárulás;C ;RS;–;–;–;–;598;653;181;231;291;269;221;226;176;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.214L_06;Cukorilleték;C ;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.214L_07;Energiaipari befizetések (MAVIR);C ;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;26 760;51 313;52 824;51 074;60 729;54 515;54 729;28 032;25 116;24 156;32 776
D.29;Egyéb termelési adók;;;11 016;16 180;23 975;31 192;36 780;40 696;47 394;57 576;51 208;66 211;72 474;83 677;90 463;101 862;119 325;295 083;317 991;351 225;479 497;515 820;557 989;525 712;590 756;659 431;796 497;883 119;949 066
D.29A;Földekre, épületekre vagy egyéb építményekre kivetett adók;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;54 939;55 021;55 906;55 032;55 042;54 254;54 509;52 502;54 127
D.29A_01;Építményadó;KS ;RP;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.29A_02;Telekadó;KS ;RP;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.29A_03;Épületek utáni idegenforgalmi adó;KS ;RP;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.29A_04;Közmûvezetékek utáni adó;KS ;RP;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;54 939;55 021;55 906;55 032;55 042;54 254;54 509;52 502;54 127
D.29B;Állóeszközök használatára kivetett adók;;;1 997;4 353;4 716;5 289;7 334;7 340;6 849;6 938;885;858;853;846;1 288;1 324;23 736;25 946;25 276;34 293;56 486;55 716;56 604;57 090;59 464;62 976;68 586;88 216;97 166
D.29B_01;Gépjármûadó (központi);KS ;T;1 997;4 353;4 716;5 289;7 334;7 340;6 849;6 938;885;858;853;846;1 288;1 324;676;79;37;0;23 551;24 177;25 034;25 005;26 125;27 300;28 710;48 646;54 172
D.29B_02;Gépjármûadó (helyi);KS ;T;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.29B_03;Cégautóadó;KS ;T;–;–;–;–;–;–;–;–;–;–;–;–;–;–;23 060;25 867;25 239;34 293;32 935;31 539;31 570;32 085;33 339;35 676;36 928;37 511;39 689
D.29B_04;Cukortermelés szerkezeti átalakítása miatti illeték;KS ;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.29B_05;Gépjármûadó (túlsúlydíj);KS ;T;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;2 948;2 059;3 305
D.29C;Az összbértömeg után kivetett adók és létszámadók;;;2 747;3 695;9 771;8 645;13 080;15 529;18 402;21 388;23 058;31 161;39 459;43 644;50 171;57 538;58 467;103 087;116 074;143 566;196 854;211 528;231 438;261 692;327 389;399 070;484 703;491 729;590 006
D.29C_01;Rehabilitációs hozzájárulás;LEYRS;;310;513;691;1 022;1 859;2 199;2 502;2 836;3 315;8 487;11 540;12 447;13 559;14 778;14 951;56 004;66 427;63 409;64 400;66 166;67 460;70 496;80 661;92 654;102 990;107 943;113 893
D.29C_02;Szakképzési hozzájárulás;LEYRS;;2 437;3 182;9 080;7 623;11 221;13 330;15 900;18 552;19 743;22 674;27 919;31 197;36 612;42 760;43 516;47 083;49 647;80 157;89 348;89 804;96 427;106 109;121 479;133 618;145 280;140 481;162 361
D.29C_03;Kommunális adó;LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.29C_04;Gyógyszerismertetõk után fizetett adó;LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.29C_05;Kisadózók tételes adója (KATA);KISE;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;31 241;43 107;55 409;71 330;100 972;127 779;161 207;158 736;197 020
D.29C_06;Kisvállalati adó (KIVA);LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;11 865;12 451;12 142;13 757;24 277;45 019;75 226;84 569;116 732
D.29D;Nemzetközi tranzakciókra kivetett adók;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.29E;Üzleti vagy szakmai engedélyekért fizetett összegek;;;6 272;8 132;9 488;13 698;12 969;16 870;16 068;18 016;20 705;21 650;24 767;24 552;24 186;24 801;23 184;156 828;162 748;163 997;154 392;171 961;181 845;113 681;115 638;103 654;102 727;170 903;123 007
D.29E_01;Koncessziós díj;KS ;;–;700;184;535;845;650;1 098;1 464;1 804;1 511;1 613;1 672;1 635;1 492;1 583;1 341;1 731;1 007;1 065;1 197;4 290;4 262;4 394;4 633;4 812;5 025;5 646
D.29E_02;Eljárási illeték;KS ;;4 236;4 522;5 692;7 404;7 811;11 126;11 151;12 397;16 430;17 263;19 896;19 167;18 930;19 714;16 955;15 319;13 665;15 650;16 463;16 126;15 694;15 785;17 292;16 294;16 175;15 271;9 411
D.29E_03;Rendkívüli tõkeadók;KS ;O;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;135 652;139 222;138 581;128 560;138 141;135 661;59 938;51 594;42 591;44 894;53 571;52 176
D.29E_04;Tagdíjbevétel (BEVA);KS ;O;–;–;38;653;671;671;673;673;659;784;820;1 002;1 195;1 051;1 098;1 036;1 138;986;1 000;1 071;2 600;9 343;10 221;7 545;7 328;7 624;7 714
D.29E_05;Tagdíjbevétel (OBA);KS ;O;2 036;2 910;3 574;4 993;3 405;4 091;2 747;3 072;1 239;1 342;1 578;1 734;1 676;1 010;2 280;2 435;6 975;7 773;7 299;12 134;14 391;14 750;15 613;15 347;10 041;10 027;13 536
D.29E_06;Tagdíjbevétel (Szanálási Alap);KS ;O;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1 987;7 290;7 397;8 712;10 553;12 114;16 576;23 634
D.29E_07;Tagdíjbevétel (SZHTKA);KS ;O;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;5;249;923;1 133;1 023;1 159;1 166;1 226;3 129
D.29E_08;Tagdíjbevétel (Kárrendezési Alap);KS ;O;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;5 573;4 285;4 765;4 744;4 814
D.29E_09;Koncessziós díj (dohányboltok);KS ;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1 056;996;1 073;1 216;1 247;1 432;2 306;2 815
D.29E_10;Tagdíjbevétel (Pénztárak Garancia Alapja);KS ;;–;–;–;113;237;332;399;410;573;750;860;977;750;1 534;1 268;1 045;17;–;–;–;–;–;–;–;–;–;–
D.29E_11;Hitelintézetek járványügyi különadója;KS ;O;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;54 533;132
D.29F;Környezetszennyezésre kivetett adók;;;–;–;–;–;–;–;–;–;–;6 482;3 155;5 573;8 018;10 318;10 703;6 574;6 261;7 255;16 715;20 033;23 040;30 823;24 897;32 036;77 829;79 769;84 760
D.29F_01;Környezetterhelési díj;C ;P ;–;–;–;–;–;–;–;–;–;6 482;3 155;5 573;8 018;10 318;10 703;6 574;6 261;7 255;6 154;5 471;5 561;5 069;5 067;5 625;5 607;5 592;5 175
D.29F_02;Széndioxid kvóta értékesítés bevétele;C ;E ;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;10 561;14 562;17 479;25 754;19 830;26 411;72 222;74 177;79 585
D.29G;Héa-alulkompenzáció (átalányrendszer);;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.29H;Egyéb, máshová nem sorolt termelési adók;;;–;–;–;3 560;3 397;957;6 075;11 234;6 560;6 060;4 240;9 062;6 800;7 881;3 235;2 648;7 632;2 114;111;1 561;9 156;7 394;8 326;7 441;8 143;0;0
D.29H_01;Gyógyszertári szolidaritási díj;KS ;;–;–;–;–;–;–;–;–;–;–;–;–;89;127;245;163;188;537;111;–;–;–;–;–;–;–;–
D.29H_02;Nukleáris hozzájárulás;KS ;E ;–;–;–;3 560;3 397;957;6 075;11 234;6 560;6 060;4 240;9 062;6 711;7 754;2 990;2 485;7 444;1 577;0;1 561;9 156;7 394;8 326;7 441;8 143;0;0
D.5;Folyó jövedelem-, vagyon-, stb. adók;;;394 759;532 496;624 417;716 485;867 592;1 025 569;1 221 851;1 372 936;1 352 996;1 367 266;1 502 546;1 718 230;2 048 632;2 753 409;2 497 845;2 083 652;1 723 469;1 900 734;1 944 022;2 156 462;2 338 540;2 577 039;2 762 427;2 812 693;3 074 802;3 219 478;3 072 739
D.51;Jövedelemadók;;;388 955;525 737;615 029;705 938;856 018;1 009 748;1 205 947;1 355 424;1 332 041;1 345 296;1 475 245;1 693 836;2 024 539;2 728 319;2 476 266;2 064 155;1 706 077;1 880 816;1 905 389;2 120 188;2 299 697;2 538 085;2 725 587;2 773 438;3 033 875;3 165 553;3 011 651
D.51M;Egyének vagy háztartások jövedelmére kivetett adók, beleértve az eszköztartási nyereséget;;;282 679;398 823;450 873;488 644;593 563;717 026;854 091;958 868;918 379;907 258;1 009 620;1 138 884;1 324 271;2 033 454;1 897 075;1 734 570;1 367 750;1 513 118;1 501 176;1 597 988;1 698 410;1 720 679;1 951 837;2 201 541;2 445 549;2 543 266;2 254 793
D.51M_01;Személyi jövedelemadó (szja);SPLIT1 ;;282 679;398 823;450 873;488 644;593 563;717 026;854 091;958 868;918 379;907 258;1 009 620;1 138 884;1 324 271;2 033 454;1 897 075;1 734 570;1 367 750;1 513 118;1 501 176;1 597 988;1 698 410;1 720 679;1 951 837;2 201 541;2 445 549;2 543 266;2 254 793
D.51A;Egyének vagy háztartások jövedelmére kivetett adók, kivéve az eszköztartási nyereséget;;;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
D.51C1;Az egyéneknél vagy háztartásokban jelentkezõ eszköztartási nyereségre kivetett adók;;;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
D.51O;Vállalatok jövedelmére vagy nyereségére kivetett adók, beleértve az eszköztartási nyereséget;;;106 276;126 914;164 156;217 294;262 455;292 722;351 856;396 556;413 662;438 038;465 625;554 952;700 268;694 865;555 021;312 598;321 441;362 088;350 153;487 241;559 679;771 188;720 626;512 240;542 771;558 664;679 582
D.51O_01;Társasági nyereségadó;KIC ;;106 276;126 914;164 156;217 294;262 455;292 722;351 856;396 556;413 662;438 038;465 625;468 679;510 781;482 524;385 543;323 370;316 620;342 305;322 467;457 538;539 777;756 652;710 069;506 674;534 518;549 822;674 002
D.51O_02;Különadó;KIC ;;–;–;–;–;–;–;–;–;–;–;–;50 947;178 598;200 493;156 859;-32 390;-16 100;–;–;–;–;–;–;–;–;–;–
D.51O_03;Pénzintézetek különadója;KIC ;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;11 584;11 532;10 040;10 178;9 121;9 780;9 464;8 663;7 439;8 362;8 881;5 578
D.51O_04;Hitelintézeti járadék;KIC ;;–;–;–;–;–;–;–;–;–;–;–;35 326;10 889;11 848;12 619;10 034;9 389;9 743;17 508;20 582;10 122;5 072;1 894;-1 873;-109;-39;2
D.51B;Vállalatok jövedelmére vagy nyereségére kivetett adók, kivéve az eszköztartási nyereséget;;;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
D.51C2;Vállalatok eszköztartási nyereségére kivetett adók;;;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
D.51C3;Egyéb, eszköztartási nyereségre kivetett adók;;;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
D.51C;Eszköztartási nyereségre kivetett adók;;;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
D.51D;Lottójáték vagy szerencsejáték nyereményeire kivetett adók;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.51E;Egyéb, máshová nem sorolt jövedelemadók;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;24 170;16 987;16 886;5 610;54 060;34 959;41 608;46 218;53 124;59 657;45 555;63 623;77 276
D.51E_01;Sávos kockázatviselés tb alap;KS ;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.51E_02;Energiaellátók különadója;KIC ;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;24 170;16 987;16 886;5 610;54 060;34 959;41 608;46 218;53 124;59 657;45 555;63 623;77 276
D.51E_03;Települési adó (jövedelmi típusú);KS ;O;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
