21.1.1.61. A nemzetgazdaság integrált számlái, 2005 [millió Ft];;;;;;;;;;;;;;;;;;;;;
Kód;Gazdasági mûveletek és egyenlegezõ tételek;Összesen S.1+S.2 FELHASZNÁLÁS;Termékek és szolgáltatások (forrás) S.1+S.2 FELHASZNÁLÁS;Külföld S.2 FELHASZNÁLÁS;Nemzetgazdaság összesen S.1 FELHASZNÁLÁS;Háztartásokat segítõ nonprofit intézmények S.15 FELHASZNÁLÁS;Háztartások S.14 FELHASZNÁLÁS;Kormányzat S.13 FELHASZNÁLÁS;Pénzügyi vállalatok S.12 FELHASZNÁLÁS;Nem pénzügyi vállalatok S.11 FELHASZNÁLÁS;Képzett szektor S.1N FELHASZNÁLÁS;Képzett szektor S.1N FORRÁS;Nem pénzügyi vállalatok S.11 FORRÁS;Pénzügyi vállalatok S.12 FORRÁS;Kormányzat S.13 FORRÁS;Háztartások S.14 FORRÁS;Háztartásokat segítõ nonprofit intézmények S.15 FORRÁS;Nemzetgazdaság összesen S.1 FORRÁS;Külföld S.2 FORRÁS;Termékek és szolgáltatások (felhasználás) S.2 FORRÁS;Összesen S.1+S.2 FORRÁS
II.3. Természetbeni jövedelmek újraelosztása számla ;;;;;;;;;;;;;;;;;;;;;
B.6g;Rendelkezésre álló jövedelem, bruttó;;;;;;;;;;;0;2 608 768;436 855;4 353 329;13 320 832;379 075;21 098 859;;;21 098 859
B.6n;Rendelkezésre álló jövedelem, nettó;;;;;;;;;;;0;590 450;366 171;3 604 100;12 670 863;329 168;17 560 752;;;17 560 752
D.63;Természetbeni társadalmi juttatások;3 069 060;;;3 069 060;359 077;;2 709 983;;;;;;;;3 069 060;;3 069 060;;;3 069 060
B.7g;Korrigált rendelkezésre álló jövedelem, bruttó;21 098 859;;;21 098 859;19 998;16 389 892;1 643 346;436 855;2 608 768;0;;;;;;;;;;
B.7n;Korrigált rendelkezésre álló jövedelem, nettó;17 560 752;;;17 560 752;-29 909;15 739 923;894 117;366 171;590 450;0;;;;;;;;;;
II.4. Jövedelmek felhasználása számla;;;;;;;;;;;;;;;;;;;;;
B.6g;Rendelkezésre álló jövedelem, bruttó;;;;;;;;;;;0;2 608 768;436 855;4 353 329;13 320 832;379 075;21 098 859;;;21 098 859
B.6n;Rendelkezésre álló jövedelem, nettó;;;;;;;;;;;0;590 450;366 171;3 604 100;12 670 863;329 168;17 560 752;;;17 560 752
P.4;Végsõ fogyasztás;17 355 434;;;17 355 434;;15 066 821;2 288 613;;;;;;;;;;;;17 355 434;17 355 434
P.3;Végsõ fogyasztási kiadások;17 355 434;;;17 355 434;359 077;11 997 761;4 998 596;;;;;;;;;;;;17 355 434;17 355 434
D.8;Nyugdíjjogosultságok változása miatti korrekció;367 677;;;367 677;;;;367 677;;;;;;;367 677;;367 677;;;367 677
B.8g;Megtakarítások, bruttó;3 743 425;;;3 743 425;19 998;1 690 748;-645 267;69 178;2 608 768;0;;;;;;;;;;
B.8n;Megtakarítások, nettó;205 318;;;205 318;-29 909;1 040 779;-1 394 496;-1 506;590 450;0;;;;;;;;;;
B.12;Folyó külsõ egyenleg;2 124 857;;2 124 857;;;;;;;;;;;;;;;;;
;;ESZKÖZÖK VÁLTOZÁSA;;;;;;;;;;KÖTELEZETTSÉGEK ÉS A NETTÓ VAGYON VÁLTOZÁSA;;;;;;;;;
III.1. Tõkeszámla;;;;;;;;;;;;;;;;;;;;;
B.8g;Megtakarítások, bruttó;;;;;;;;;;;0;2 608 768;69 178;-645 267;1 690 748;19 998;3 743 425;;;3 743 425
B.8n;Megtakarítások, nettó;;;;;;;;;;;0;590 450;-1 506;-1 394 496;1 040 779;-29 909;205 318;;;205 318
B.12;Folyó külsõ egyenleg;;;;;;;;;;;;;;;;;;2 124 857;;2 124 857
P.51g;Állóeszköz-felhalmozás, bruttó;5 385 269;;;5 385 269;37 976;1 189 501;938 226;97 223;3 122 343;;;;;;;;;;5 385 269;5 385 269
P.52;Készletváltozás;459 562;;;459 562;;3 380;2 336;;453 846;;;;;;;;;;459 562;459 562
P.53;Értéktárgyak beszerzésének és eladásának egyenlege;23 451;;;23 451;-6;9 377;3;..;14 077;;;;;;;;;;23 451;23 451
P.51c;Állóeszköz-felhasználás;-3 538 107;;;-3 538 107;-49 907;-649 969;-749 229;-70 684;-2 018 318;;;;;;;;;;;
NP;Nem termelt eszközök beszerzésének és eladásának egyenlege;;;3 071;-3 071;;24 692;-24 690;0;-3 592;;;;;;;;;;;
D.9;Kapott tõketranszfer  (+);;;;;;;;;;;;274 337;5 648;138 798;124 832;54 984;598 599;14 346;;612 945
D.9;Adott tõketranszfer (–);;;;;;;;;;;;56 623;4 475;335 282;28 711;22 757;447 848;165 097;;612 945
B.9;Nettó hitelnyújtás(+) vagy Nettó hitelfelvét(–);0;;1 971 035;-1 971 035;14 255;559 919;-1 757 626;-27 391;-760 192;0;;;;;;;;;;
III.2. Pénzügyi számla;;;;;;;;;;;;;;;;;;;;;
B.9;Nettó finanszírozási képesség (+) vagy Nettó finanszírozási igény (–);;;;;;;;;;;;-1 167 270;70 057;-1 785 094;866 777;6 135;-2 009 395;2 009 395;;0
