21.1.1.66. A nemzetgazdaság integrált számlái, 2010 [millió Ft];;;;;;;;;;;;;;;;;;;;;
Kód;Gazdasági mûveletek és egyenlegezõ tételek;Összesen S.1+S.2 FELHASZNÁLÁS;Termékek és szolgáltatások (forrás) S.1+S.2 FELHASZNÁLÁS;Külföld S.2 FELHASZNÁLÁS;Nemzetgazdaság összesen S.1 FELHASZNÁLÁS;Háztartásokat segítõ nonprofit intézmények S.15 FELHASZNÁLÁS;Háztartások S.14 FELHASZNÁLÁS;Kormányzat S.13 FELHASZNÁLÁS;Pénzügyi vállalatok S.12 FELHASZNÁLÁS;Nem pénzügyi vállalatok S.11 FELHASZNÁLÁS;Képzett szektor S.1N FELHASZNÁLÁS;Képzett szektor S.1N FORRÁS;Nem pénzügyi vállalatok S.11 FORRÁS;Pénzügyi vállalatok S.12 FORRÁS;Kormányzat S.13 FORRÁS;Háztartások S.14 FORRÁS;Háztartásokat segítõ nonprofit intézmények S.15 FORRÁS;Nemzetgazdaság összesen S.1 FORRÁS;Külföld S.2 FORRÁS;Termékek és szolgáltatások (felhasználás) S.2 FORRÁS;Összesen S.1+S.2 FORRÁS
D.39;Egyéb termelési támogatások;427 120;;;427 120;0;152 587;0;0;274 533;;;;;;;;;;;
B.2g;Mûködési eredmény, bruttó;9 009 643;;;9 009 643;70 240;1 550 348;1 014 739;376 509;5 997 807;0;;;;;;;;;;
B.2n;Mûködési eredmény, nettó;4 375 953;;;4 375 953;0;980 453;486;267 742;3 127 272;0;;;;;;;;;;
B.3g;Vegyes jövedelem, bruttó;2 371 903;;;2 371 903;;2 371 903;;;;;;;;;;;;;;
B.3n;Vegyes jövedelem, nettó;2 076 360;;;2 076 360;;2 076 360;;;;;;;;;;;;;;
II.1.2. Elsõdleges jövedelmek elosztása számla ;;;;;;;;;;;;;;;;;;;;;
B.2g;Mûködési eredmény, bruttó;;;;;;;;;;;0;5 997 807;376 509;1 014 739;1 550 348;70 240;9 009 643;;;9 009 643
B.2n;Mûködési eredmény, nettó;;;;;;;;;;;0;3 127 272;267 742;486;980 453;0;4 375 953;;;4 375 953
B.3g;Vegyes jövedelem, bruttó;;;;;;;;;;;;;;;2 371 903;;2 371 903;;;2 371 903
B.3n;Vegyes jövedelem, nettó;;;;;;;;;;;;;;;2 076 360;;2 076 360;;;2 076 360
D.1;Munkavállalói jövedelem;352 366;;352 366;;;;;;;;;;;;12 141 368;;12 141 368;154 680;;12 296 048
D.11;Bérek és keresetek;302 331;;302 331;;;;;;;;;;;;9 872 315;;9 872 315;138 933;;10 011 248
D.12;Munkaadók társadalombiztosítási hozzájárulásai;50 035;;50 035;;;;;;;;;;;;2 269 053;;2 269 053;15 747;;2 284 800
D.2–D.3;Termelési és importadók és -támogatások egyenlege;;;;;;;;;;;;;;4 435 941;;;4 435 941;-276 076;;4 159 865
D.21–D.31;Termékadók és -támogatások egyenlege;;;;;;;;;;;;;;4 152 675;;;4 152 675;-365;;4 152 310
D.29–D.39;Egyéb termelési adók és -támogatások egyenlege;;;;;;;;;;;;;;283 266;;;283 266;-275 711;;7 555
D.4;Tulajdonosi jövedelem;12 923 366;;3 321 816;9 601 550;1 319;433 522;1 124 043;5 051 211;2 991 455;;;1 147 482;5 115 483;303 734;1 253 055;14 387;7 834 141;5 089 225;;12 923 366
B.5g;Elsõdleges jövedelmek egyenlege, bruttó (Bruttó nemzeti jövedelem, GNI);26 191 446;;;26 191 446;83 308;16 883 152;4 630 371;440 781;4 153 834;0;;;;;;;;;;
B.5n;Elsõdleges jövedelmek egyenlege, nettó (Nettó nemzeti jövedelem, NNI);21 262 213;;;21 262 213;13 068;16 017 714;3 616 118;332 014;1 283 299;0;;;;;;;;;;
II.2. Jövedelmek másodlagos elosztása számla;;;;;;;;;;;;;;;;;;;;;
B.5g;Elsõdleges jövedelmek egyenlege, bruttó (Bruttó nemzeti jövedelem, GNI);;;;;;;;;;;0;4 153 834;440 781;4 630 371;16 883 152;83 308;26 191 446;;;26 191 446
B.5n;Elsõdleges jövedelmek egyenlege, nettó (Nettó nemzeti jövedelem, NNI);;;;;;;;;;;0;1 283 299;332 014;3 616 118;16 017 714;13 068;21 262 213;;;21 262 213
D.5;Folyó jövedelem-  és vagyonadók;2 199 871;;9 540;2 190 331;;1 853 047;1 747;65 640;269 897;;;;;2 127 905;;;2 127 905;71 966;;2 199 871
D.61;Nettó társadalombiztosítási hozzájárulások;4 006 325;;25 287;3 981 038;;3 981 038;;;;;;38 606;629 747;3 247 065;;0;3 915 418;90 907;;4 006 325
D.62;Pénzbeni társadalmi juttatások;4 442 690;;17 430;4 425 260;15 653;;4 238 205;132 097;39 305;;;;;;4 430 839;;4 430 839;11 851;;4 442 690
D.7 ;Egyéb folyó jövedelemátutalások;2 151 232;;317 745;1 833 487;23 013;421 647;672 710;275 496;440 621;;;436 889;264 851;389 655;367 907;364 219;1 823 521;327 711;;2 151 232
B.6g;Rendelkezésre álló jövedelem, bruttó;26 059 013;;;26 059 013;408 861;15 426 166;5 482 334;862 146;3 879 506;0;;;;;;;;;;
B.6n;Rendelkezésre álló jövedelem, nettó;21 129 780;;;21 129 780;338 621;14 560 728;4 468 081;753 379;1 008 971;0;;;;;;;;;;
II.3. Természetbeni jövedelmek újraelosztása számla ;;;;;;;;;;;;;;;;;;;;;
B.6g;Rendelkezésre álló jövedelem, bruttó;;;;;;;;;;;0;3 879 506;862 146;5 482 334;15 426 166;408 861;26 059 013;;;26 059 013
B.6n;Rendelkezésre álló jövedelem, nettó;;;;;;;;;;;0;1 008 971;753 379;4 468 081;14 560 728;338 621;21 129 780;;;21 129 780
D.63;Természetbeni társadalmi juttatások;3 273 540;;;3 273 540;412 113;;2 861 427;;;;;;;;3 273 540;;3 273 540;;;3 273 540
B.7g;Korrigált rendelkezésre álló jövedelem, bruttó;26 059 013;;;26 059 013;-3 252;18 699 706;2 620 907;862 146;3 879 506;0;;;;;;;;;;
B.7n;Korrigált rendelkezésre álló jövedelem, nettó;21 129 780;;;21 129 780;-73 492;17 834 268;1 606 654;753 379;1 008 971;0;;;;;;;;;;
II.4. Jövedelmek felhasználása számla;;;;;;;;;;;;;;;;;;;;;
B.6g;Rendelkezésre álló jövedelem, bruttó;;;;;;;;;;;0;3 879 506;862 146;5 482 334;15 426 166;408 861;26 059 013;;;26 059 013
B.6n;Rendelkezésre álló jövedelem, nettó;;;;;;;;;;;0;1 008 971;753 379;4 468 081;14 560 728;338 621;21 129 780;;;21 129 780
P.4;Végsõ fogyasztás;20 357 105;;;20 357 105;;17 336 614;3 020 491;;;;;;;;;;;;20 357 105;20 357 105
P.3;Végsõ fogyasztási kiadások;20 357 105;;;20 357 105;412 113;14 063 074;5 881 918;;;;;;;;;;;;20 357 105;20 357 105
D.8;Nyugdíjjogosultságok változása miatti korrekció;497 650;;;497 650;;;;497 650;;;;;;;497 650;;497 650;;;497 650
B.8g;Megtakarítások, bruttó;5 701 908;;;5 701 908;-3 252;1 860 742;-399 584;364 496;3 879 506;0;;;;;;;;;;
B.8n;Megtakarítások, nettó;772 675;;;772 675;-73 492;995 304;-1 413 837;255 729;1 008 971;0;;;;;;;;;;
B.12;Folyó külsõ egyenleg;120 622;;120 622;;;;;;;;;;;;;;;;;
;;ESZKÖZÖK VÁLTOZÁSA;;;;;;;;;;KÖTELEZETTSÉGEK ÉS A NETTÓ VAGYON VÁLTOZÁSA;;;;;;;;;
III.1. Tõkeszámla;;;;;;;;;;;;;;;;;;;;;
B.8g;Megtakarítások, bruttó;;;;;;;;;;;0;3 879 506;364 496;-399 584;1 860 742;-3 252;5 701 908;;;5 701 908
B.8n;Megtakarítások, nettó;;;;;;;;;;;0;1 008 971;255 729;-1 413 837;995 304;-73 492;772 675;;;772 675
B.12;Folyó külsõ egyenleg;;;;;;;;;;;;;;;;;;120 622;;120 622
P.51g;Állóeszköz-felhalmozás, bruttó;5 516 110;;;5 516 110;36 999;1 052 914;995 609;102 933;3 327 655;;;;;;;;;;5 516 110;5 516 110
P.52;Készletváltozás;275 078;;;275 078;;7 211;-3 337;;271 204;;;;;;;;;;275 078;275 078
P.53;Értéktárgyak beszerzésének és eladásának egyenlege;31 342;;;31 342;362;14 334;72;..;16 574;;;;;;;;;;31 342;31 342
P.51c;Állóeszköz-felhasználás;-4 929 233;;;-4 929 233;-70 240;-865 438;-1 014 253;-108 767;-2 870 535;;;;;;;;;;;
NP;Nem termelt eszközök beszerzésének és eladásának egyenlege;;;-58 808;58 808;;202;-2 104;0;60 526;;;;;;;;;;;
D.9;Kapott tõketranszfer  (+);;;;;;;;;;;;357 505;41 988;524 000;82 364;49 103;1 054 960;64 411;;1 119 371
D.9;Adott tõketranszfer (–);;;;;;;;;;;;67 386;35 479;350 917;34 835;8 004;496 621;622 750;;1 119 371
B.9;Nettó hitelnyújtás(+) vagy Nettó hitelfelvét(–);0;;-378 909;378 909;486;833 610;-1 216 741;267 888;493 666;0;;;;;;;;;;
III.2. Pénzügyi számla;;;;;;;;;;;;;;;;;;;;;
B.9;Nettó finanszírozási képesség (+) vagy Nettó finanszírozási igény (–);;;;;;;;;;;;372 171;-115 971;-1 239 314;1 283 455;-13 954;286 387;-286 387;;0
