21.1.1.60. A nemzetgazdaság integrált számlái, 2004 [millió Ft];;;;;;;;;;;;;;;;;;;;;
Kód;Gazdasági mûveletek és egyenlegezõ tételek;Összesen S.1+S.2 FELHASZNÁLÁS;Termékek és szolgáltatások (forrás) S.1+S.2 FELHASZNÁLÁS;Külföld S.2 FELHASZNÁLÁS;Nemzetgazdaság összesen S.1 FELHASZNÁLÁS;Háztartásokat segítõ nonprofit intézmények S.15 FELHASZNÁLÁS;Háztartások S.14 FELHASZNÁLÁS;Kormányzat S.13 FELHASZNÁLÁS;Pénzügyi vállalatok S.12 FELHASZNÁLÁS;Nem pénzügyi vállalatok S.11 FELHASZNÁLÁS;Képzett szektor S.1N FELHASZNÁLÁS;Képzett szektor S.1N FORRÁS;Nem pénzügyi vállalatok S.11 FORRÁS;Pénzügyi vállalatok S.12 FORRÁS;Kormányzat S.13 FORRÁS;Háztartások S.14 FORRÁS;Háztartásokat segítõ nonprofit intézmények S.15 FORRÁS;Nemzetgazdaság összesen S.1 FORRÁS;Külföld S.2 FORRÁS;Termékek és szolgáltatások (felhasználás) S.2 FORRÁS;Összesen S.1+S.2 FORRÁS
D.31;Terméktámogatások;200 580;;;200 580;;;;;;200 580;;;;;;;;;;
D.39;Egyéb termelési támogatások;206 779;;;206 779;501;48 472;0;22;157 784;;;;;;;;;;;
B.2g;Mûködési eredmény, bruttó;6 307 123;;;6 307 123;47 149;963 796;706 884;300 816;4 288 478;0;;;;;;;;;;
B.2n;Mûködési eredmény, nettó;3 187 662;;;3 187 662;0;570 593;-13 497;231 774;2 398 792;0;;;;;;;;;;
B.3g;Vegyes jövedelem, bruttó;2 241 989;;;2 241 989;;2 241 989;;;;;;;;;;;;;;
B.3n;Vegyes jövedelem, nettó;2 025 157;;;2 025 157;;2 025 157;;;;;;;;;;;;;;
II.1.2. Elsõdleges jövedelmek elosztása számla ;;;;;;;;;;;;;;;;;;;;;
B.2g;Mûködési eredmény, bruttó;;;;;;;;;;;0;4 288 478;300 816;706 884;963 796;47 149;6 307 123;;;6 307 123
B.2n;Mûködési eredmény, nettó;;;;;;;;;;;0;2 398 792;231 774;-13 497;570 593;0;3 187 662;;;3 187 662
B.3g;Vegyes jövedelem, bruttó;;;;;;;;;;;;;;;2 241 989;;2 241 989;;;2 241 989
B.3n;Vegyes jövedelem, nettó;;;;;;;;;;;;;;;2 025 157;;2 025 157;;;2 025 157
D.1;Munkavállalói jövedelem;117 226;;117 226;;;;;;;;;;;;9 597 833;;9 597 833;106 716;;9 704 549
D.11;Bérek és keresetek;101 097;;101 097;;;;;;;;;;;;7 504 551;;7 504 551;96 310;;7 600 861
D.12;Munkaadók társadalombiztosítási hozzájárulásai;16 129;;16 129;;;;;;;;;;;;2 093 282;;2 093 282;10 406;;2 103 688
D.2–D.3;Termelési és importadók és -támogatások egyenlege;;;;;;;;;;;;;;3 034 970;;;3 034 970;-61 346;;2 973 624
D.21–D.31;Termékadók és -támogatások egyenlege;;;;;;;;;;;;;;3 020 479;;;3 020 479;18 341;;3 038 820
D.29–D.39;Egyéb termelési adók és -támogatások egyenlege;;;;;;;;;;;;;;14 491;;;14 491;-79 687;;-65 196
D.4;Tulajdonosi jövedelem;5 689 148;;363 462;5 325 686;1 641;301 935;913 812;1 822 547;2 285 751;;;809 760;1 703 403;242 675;1 190 897;17 311;3 964 046;1 725 102;;5 689 148
B.5g;Elsõdleges jövedelmek egyenlege, bruttó (Bruttó nemzeti jövedelem, GNI);19 820 275;;;19 820 275;62 819;13 692 580;3 070 717;181 672;2 812 487;0;;;;;;;;;;
B.5n;Elsõdleges jövedelmek egyenlege, nettó (Nettó nemzeti jövedelem, NNI);16 483 982;;;16 483 982;15 670;13 082 545;2 350 336;112 630;922 801;0;;;;;;;;;;
II.2. Jövedelmek másodlagos elosztása számla;;;;;;;;;;;;;;;;;;;;;
B.5g;Elsõdleges jövedelmek egyenlege, bruttó (Bruttó nemzeti jövedelem, GNI);;;;;;;;;;;0;2 812 487;181 672;3 070 717;13 692 580;62 819;19 820 275;;;19 820 275
B.5n;Elsõdleges jövedelmek egyenlege, nettó (Nettó nemzeti jövedelem, NNI);;;;;;;;;;;0;922 801;112 630;2 350 336;13 082 545;15 670;16 483 982;;;16 483 982
D.5;Folyó jövedelem-  és vagyonadók;1 871 845;;5 583;1 866 262;;1 428 224;122;69 963;367 953;;;;;1 850 618;;;1 850 618;21 227;;1 871 845
D.61;Nettó társadalombiztosítási hozzájárulások;2 999 186;;14 593;2 984 593;;2 984 593;;;;;;31 673;378 948;2 559 260;;0;2 969 881;29 305;;2 999 186
D.62;Pénzbeni társadalmi juttatások;2 990 291;;4 223;2 986 068;15 464;;2 884 307;53 755;32 542;;;;;;2 984 107;;2 984 107;6 184;;2 990 291
D.7 ;Egyéb folyó jövedelemátutalások;1 881 255;;309 749;1 571 506;20 158;360 613;481 308;244 945;464 482;;;407 731;232 148;161 454;409 717;308 114;1 519 164;362 091;;1 881 255
B.6g;Rendelkezésre álló jövedelem, bruttó;19 735 616;;;19 735 616;335 311;12 312 974;4 276 312;424 105;2 386 914;0;;;;;;;;;;
B.6n;Rendelkezésre álló jövedelem, nettó;16 399 323;;;16 399 323;288 162;11 702 939;3 555 931;355 063;497 228;0;;;;;;;;;;
II.3. Természetbeni jövedelmek újraelosztása számla ;;;;;;;;;;;;;;;;;;;;;
B.6g;Rendelkezésre álló jövedelem, bruttó;;;;;;;;;;;0;2 386 914;424 105;4 276 312;12 312 974;335 311;19 735 616;;;19 735 616
B.6n;Rendelkezésre álló jövedelem, nettó;;;;;;;;;;;0;497 228;355 063;3 555 931;11 702 939;288 162;16 399 323;;;16 399 323
D.63;Természetbeni társadalmi juttatások;2 821 457;;;2 821 457;323 429;;2 498 028;;;;;;;;2 821 457;;2 821 457;;;2 821 457
B.7g;Korrigált rendelkezésre álló jövedelem, bruttó;19 735 616;;;19 735 616;11 882;15 134 431;1 778 284;424 105;2 386 914;0;;;;;;;;;;
B.7n;Korrigált rendelkezésre álló jövedelem, nettó;16 399 323;;;16 399 323;-35 267;14 524 396;1 057 903;355 063;497 228;0;;;;;;;;;;
II.4. Jövedelmek felhasználása számla;;;;;;;;;;;;;;;;;;;;;
B.6g;Rendelkezésre álló jövedelem, bruttó;;;;;;;;;;;0;2 386 914;424 105;4 276 312;12 312 974;335 311;19 735 616;;;19 735 616
B.6n;Rendelkezésre álló jövedelem, nettó;;;;;;;;;;;0;497 228;355 063;3 555 931;11 702 939;288 162;16 399 323;;;16 399 323
P.4;Végsõ fogyasztás;16 241 409;;;16 241 409;;14 090 608;2 150 801;;;;;;;;;;;;16 241 409;16 241 409
P.3;Végsõ fogyasztási kiadások;16 241 409;;;16 241 409;323 429;11 269 151;4 648 829;;;;;;;;;;;;16 241 409;16 241 409
D.8;Nyugdíjjogosultságok változása miatti korrekció;325 193;;;325 193;;;;325 193;;;;;;;325 193;;325 193;;;325 193
B.8g;Megtakarítások, bruttó;3 494 207;;;3 494 207;11 882;1 369 016;-372 517;98 912;2 386 914;0;;;;;;;;;;
B.8n;Megtakarítások, nettó;157 914;;;157 914;-35 267;758 981;-1 092 898;29 870;497 228;0;;;;;;;;;;
B.12;Folyó külsõ egyenleg;2 286 775;;2 286 775;;;;;;;;;;;;;;;;;
;;ESZKÖZÖK VÁLTOZÁSA;;;;;;;;;;KÖTELEZETTSÉGEK ÉS A NETTÓ VAGYON VÁLTOZÁSA;;;;;;;;;
III.1. Tõkeszámla;;;;;;;;;;;;;;;;;;;;;
B.8g;Megtakarítások, bruttó;;;;;;;;;;;0;2 386 914;98 912;-372 517;1 369 016;11 882;3 494 207;;;3 494 207
B.8n;Megtakarítások, nettó;;;;;;;;;;;0;497 228;29 870;-1 092 898;758 981;-35 267;157 914;;;157 914
B.12;Folyó külsõ egyenleg;;;;;;;;;;;;;;;;;;2 286 775;;2 286 775
P.51g;Állóeszköz-felhalmozás, bruttó;5 074 959;;;5 074 959;36 237;1 310 172;800 146;93 739;2 834 665;;;;;;;;;;5 074 959;5 074 959
P.52;Készletváltozás;683 009;;;683 009;;13 214;958;;668 837;;;;;;;;;;683 009;683 009
P.53;Értéktárgyak beszerzésének és eladásának egyenlege;23 014;;;23 014;0;6 251;182;..;16 581;;;;;;;;;;23 014;23 014
P.51c;Állóeszköz-felhasználás;-3 336 293;;;-3 336 293;-47 149;-610 035;-720 381;-69 042;-1 889 686;;;;;;;;;;;
NP;Nem termelt eszközök beszerzésének és eladásának egyenlege;;;-23 396;23 396;;17 901;-26 401;0;30 859;;;;;;;;;;;
D.9;Kapott tõketranszfer  (+);;;;;;;;;;;;220 795;6 049;90 466;105 557;48 736;471 603;18 360;;489 963
D.9;Adott tõketranszfer (–);;;;;;;;;;;;43 724;3 680;334 344;25 705;22 984;430 437;59 526;;489 963
B.9;Nettó hitelnyújtás(+) vagy Nettó hitelfelvét(–);0;;2 269 005;-2 269 005;1 397;101 330;-1 391 280;6 505;-986 957;0;;;;;;;;;;
III.2. Pénzügyi számla;;;;;;;;;;;;;;;;;;;;;
B.9;Nettó finanszírozási képesség (+) vagy Nettó finanszírozási igény (–);;;;;;;;;;;;-1 213 966;-73 360;-1 422 335;558 375;6 734;-2 144 552;2 144 552;;0
