21.1.1.71. A nemzetgazdaság integrált számlái, 2015 [millió Ft];;;;;;;;;;;;;;;;;;;;;
Kód;Gazdasági mûveletek és egyenlegezõ tételek;Összesen S.1+S.2 FELHASZNÁLÁS;Termékek és szolgáltatások (forrás) S.1+S.2 FELHASZNÁLÁS;Külföld S.2 FELHASZNÁLÁS;Nemzetgazdaság összesen S.1 FELHASZNÁLÁS;Háztartásokat segítõ nonprofit intézmények S.15 FELHASZNÁLÁS;Háztartások S.14 FELHASZNÁLÁS;Kormányzat S.13 FELHASZNÁLÁS;Pénzügyi vállalatok S.12 FELHASZNÁLÁS;Nem pénzügyi vállalatok S.11 FELHASZNÁLÁS;Képzett szektor S.1N FELHASZNÁLÁS;Képzett szektor S.1N FORRÁS;Nem pénzügyi vállalatok S.11 FORRÁS;Pénzügyi vállalatok S.12 FORRÁS;Kormányzat S.13 FORRÁS;Háztartások S.14 FORRÁS;Háztartásokat segítõ nonprofit intézmények S.15 FORRÁS;Nemzetgazdaság összesen S.1 FORRÁS;Külföld S.2 FORRÁS;Termékek és szolgáltatások (felhasználás) S.2 FORRÁS;Összesen S.1+S.2 FORRÁS
B.6g;Rendelkezésre álló jövedelem, bruttó;;;;;;;;;;;0;5 091 019;274 624;8 086 958;18 789 697;659 799;32 902 097;;;32 902 097
B.6n;Rendelkezésre álló jövedelem, nettó;;;;;;;;;;;0;1 641 287;163 333;6 889 380;17 839 614;581 009;27 114 623;;;27 114 623
P.4;Végsõ fogyasztás;24 040 414;;;24 040 414;;20 474 180;3 566 234;;;;;;;;;;;;24 040 414;24 040 414
P.3;Végsõ fogyasztási kiadások;24 040 414;;;24 040 414;591 280;16 556 131;6 893 003;;;;;;;;;;;;24 040 414;24 040 414
D.8;Nyugdíjjogosultságok változása miatti korrekció;84 292;;;84 292;;;;84 292;;;;;;;84 292;;84 292;;;84 292
B.8g;Megtakarítások, bruttó;8 861 683;;;8 861 683;68 519;2 317 858;1 193 955;190 332;5 091 019;0;;;;;;;;;;
B.8n;Megtakarítások, nettó;3 074 209;;;3 074 209;-10 271;1 367 775;-3 623;79 041;1 641 287;0;;;;;;;;;;
B.12;Folyó külsõ egyenleg;-640 554;;-640 554;;;;;;;;;;;;;;;;;
;;ESZKÖZÖK VÁLTOZÁSA;;;;;;;;;;KÖTELEZETTSÉGEK ÉS A NETTÓ VAGYON VÁLTOZÁSA;;;;;;;;;
III.1. Tõkeszámla;;;;;;;;;;;;;;;;;;;;;
B.8g;Megtakarítások, bruttó;;;;;;;;;;;0;5 091 019;190 332;1 193 955;2 317 858;68 519;8 861 683;;;8 861 683
B.8n;Megtakarítások, nettó;;;;;;;;;;;0;1 641 287;79 041;-3 623;1 367 775;-10 271;3 074 209;;;3 074 209
B.12;Folyó külsõ egyenleg;;;;;;;;;;;;;;;;;;-640 554;;-640 554
P.51g;Állóeszköz-felhalmozás, bruttó;7 752 560;;;7 752 560;111 300;998 419;2 278 533;88 878;4 275 430;;;;;;;;;;7 752 560;7 752 560
P.52;Készletváltozás;422 427;;;422 427;;-1 043;5 108;;418 362;;;;;;;;;;422 427;422 427
P.53;Értéktárgyak beszerzésének és eladásának egyenlege;46 142;;;46 142;7;24 689;27;0;21 419;;;;;;;;;;46 142;46 142
P.51c;Állóeszköz-felhasználás;-5 787 474;;;-5 787 474;-78 790;-950 083;-1 197 578;-111 291;-3 449 732;;;;;;;;;;;
NP;Nem termelt eszközök beszerzésének és eladásának egyenlege;;;-33 278;33 278;;-8 133;8 133;2 886;30 392;;;;;;;;;;;
D.9;Kapott tõketranszfer  (+);;;;;;;;;;;;806 420;108 991;1 361 849;796 984;142 108;3 216 352;84 965;;3 301 317
D.9;Adott tõketranszfer (–);;;;;;;;;;;;23 523;549 530;964 708;22 660;24 963;1 585 384;1 715 933;;3 301 317
B.9;Nettó hitelnyújtás(+) vagy Nettó hitelfelvét(–);0;;-2 238 244;2 238 244;74 357;2 078 250;-700 705;-341 971;1 128 313;0;;;;;;;;;;
III.2. Pénzügyi számla;;;;;;;;;;;;;;;;;;;;;
B.9;Nettó finanszírozási képesség (+) vagy Nettó finanszírozási igény (–);;;;;;;;;;;;424 964;-588 432;-619 102;2 796 056;27 912;2 041 398;-2 041 398;;0
